Name,Symmetry (generic),Symmetry (specific),HOMO ren (output),LUMO ren (output),Gap ren (output),Nat,Gap_B3LYP,Gap_PBE,avgoccupied(eV-1),avgempty(eV-1),deg HOMO,deg LUMO,ElecEigvalMean,ElecEigvalVariance,ElecEigvalSkewness,ElecEigvalKurtosis,HOMO-(HOMO-1),HOMO-(HOMO-2),HOMO-(HOMO-3),HOMO-(HOMO-4),HOMO-(HOMO-5),HOMO-(HOMO-6),(LUMO+1)-LUMO,(LUMO+2)-LUMO,(LUMO+3)-LUMO,(LUMO+4)-LUMO,(LUMO+5)-LUMO,(LUMO+6)-LUMO,inv(HOMO-(HOMO-1)),inv(HOMO-(HOMO-2)),inv(HOMO-(HOMO-3)),inv(HOMO-(HOMO-4)),inv(HOMO-(HOMO-5)),inv(HOMO-(HOMO-6)),inv((LUMO+1)-LUMO),inv((LUMO+2)-LUMO),inv((LUMO+3)-LUMO),inv((LUMO+4)-LUMO),inv((LUMO+5)-LUMO),inv((LUMO+6)-LUMO),inv(LUMO-(HOMO-1)),inv(LUMO-(HOMO-2)),inv((LUMO+1)-HOMO),inv((LUMO+2)-HOMO),num hexagons,Volume,Area,Area/volume ratio,1stPhFreq,LastPhFreq,PhFreqMean,PhFreqVariance,PhFreqSkewness,PhFreqKurtosis,bond_length_angstrom_average,bond_length_angstrom_standard_deviation,bond_length_skewness,bond_length_excess_Kurtosis,bond_length_1st_lowest_value,bond_length_2nd_lowest_value,bond_length_3rd_lowest_value,bond_length_4th_lowest_value,bond_length_4th_highest_value,bond_length_3rd_highest_value,bond_length_2nd_highest_value,bond_length_1st_highest_value,average_NM3_bond_order,standard_deviation_NM3_bond_order,skewness_NM3_bond_order,excess_Kurtosis_NM3_bond_order,Nbond_with_order_till_1p1_eq_nonhybridized,Nbond_with_order_till_1p2,Nbond_with_order_till_1p3,Nbond_with_order_till_1p4,Nbond_with_order_till_1p5,Nbond_with_order_over_1p5,Nbond_hybridized,ratio_bonds_with_order_till_1p1_eq_nonhybridized,ratio_bonds_with_order_till_1p2,ratio_bonds_with_order_till_1p3,ratio_bonds_with_order_till_1p4,ratio_bonds_with_order_till_1p5,ratio_bonds_with_order_over_1p5,ratio_bonds_hybridized,1st_lowest_value_NM3_bond_order,2nd_lowest_value_NM3_bond_order,3rd_lowest_value_NM3_bond_order,4th_lowest_value_NM3_bond_order,4th_highest_value_NM3_bond_order,3rd_highest_value_NM3_bond_order,2nd_highest_value_NM3_bond_order,1st_highest_value_NM3_bond_order
C52-C2-417,C,C2 ,39.44,-5.358,-44.798,52,1062.3,327.3,-0.3263545252,0.4179024255,1,1,-8.19615198,27.2861,-0.4876,2.1323,0.10685203,0.263716506,0.758830023,0.895195687,0.955602574,1.139151097,0.612174896,0.846159815,2.048598076,2.184405951,2.369663202,2.45409538,9.3587365631,3.7919507397,1.3178181802,1.1170741934,1.0464601365,0.8778466725,1.6335201044,1.1818098452,0.4881386992,0.4577903661,0.4220008983,0.4074821248,2.3033406063,1.6920001216,1.0644243973,0.8521808648,16,0.12286805,0.12720208,1.0352738568,224.8228,1562.634,893.7663,147562.5494,0.146,1.7042,1.43281923,0.02854602,0.12150745,-0.726542,1.379,1.379,1.384,1.384,1.489,1.489,1.49,1.49,1.26284359,0.10412052,0.216819521,-1.032089128,0,25,24,19,10,0,78,0,0.320512821,0.307692308,0.243589744,0.128205128,0,1,1.1052,1.1052,1.1106,1.1111,1.4552,1.4552,1.4571,1.4571
C52-Cs-410,C,Cs,36.04,-4.963,-41.003,52,1302.2,443.3,-0.3183239321,0.4014341082,1,1,-8.080348583,27.279,-0.4904,2.1315,0.136240686,0.303408722,0.564233261,0.656420087,0.843633216,0.996553409,0.656633328,1.378923171,1.435447151,2.183451619,2.394205202,2.477980722,7.3399512977,3.2958841572,1.7723166448,1.5234146849,1.1853492502,1.0034585111,1.5229199575,0.7252035654,0.6966470339,0.4579904548,0.417675143,0.4035543905,1.7255043937,1.3392102845,0.9091460133,0.5487802021,16,0.12175536,0.12714881,1.0442974338,235.6926,1606.659,894.109,149647.611,0.1809,1.7553,1.43308974,0.03158425,-0.248153,-0.5045217,1.3711,1.3711,1.3767,1.3767,1.4746,1.4829,1.4829,1.5149,1.26415641,0.1034095,0.099760056,-0.559192019,5,14,31,17,11,0,73,0.064102564,0.179487179,0.397435897,0.217948718,0.141025641,0,0.935897436,1.0016,1.0873,1.0873,1.0917,1.4283,1.4517,1.4765,1.4765
C52-D2-428,D,D2 ,-7.8,-47.9,-40.1,52,1115.8,354.4,-0.2093289312,0.7004955121,1,1,-8.471614312,27.3236,-0.4876,2.1336,0.623305933,0.776262744,0.872367512,1.145984867,1.268581377,1.547224438,0.158990553,0.794285818,1.315721885,1.742033961,2.04888583,2.208411856,1.6043485984,1.2882236172,1.1463058702,0.8726118719,0.7882821064,0.6463186435,6.2896818781,1.2589926414,0.7600390412,0.5740416217,0.488070143,0.4528140878,1.0228024258,0.8844370307,1.947834829,0.8705600647,16,0.11981774,0.12687735,1.0589195723,233.2196,1577.963,892.3379,148351.3859,0.1767,1.7691,1.43356923,0.03092619,-0.3435351,-0.9214415,1.3776,1.3776,1.3776,1.3776,1.4809,1.4809,1.4809,1.4809,1.263558974,0.105829882,0.277052805,-0.856854462,4,12,34,16,12,0,74,0.051282051,0.153846154,0.435897436,0.205128205,0.153846154,0,0.948717949,1.092,1.092,1.092,1.092,1.4544,1.4544,1.4544,1.4544
C52-D2d-435,D,D2d,-16.3,-29.3,-13,52,1080.2,379.3,-0.1990624503,0.4936794496,1,2,-8.555850468,27.3114,-0.4883,2.1347,0.68706889,1.074233908,1.248583074,1.249411146,1.253801958,1.326778108,0,0.307763715,1.361406898,1.599930396,2.037016191,2.04242464,1.4554581274,0.9308959553,0.8009078617,0.8003770442,0.7975741253,0.7537055322,0,3.2492459353,0.7345342538,0.6250271902,0.4909141147,0.489614148,0.9377617909,0.6879784465,2.6354398737,1.4554690899,16,0.12295287,0.1269635,1.0326192467,204.229,1556.725,893.5991,147744.9494,0.1214,1.7004,1.43252821,0.02392313,0.15738364,-0.9184531,1.3909,1.3909,1.3909,1.3909,1.4621,1.4621,1.4876,1.4876,1.259361538,0.059794252,-0.416842532,-1.100670212,0,20,30,28,0,0,78,0,0.256410256,0.384615385,0.358974359,0,0,1,1.1503,1.1503,1.1503,1.1503,1.3354,1.3354,1.3354,1.3354
C54-C1-577-NZ,C,C1,-6.1,-24.6,-18.5,54,1144,379.7,-0.2212107089,0.5194130177,1,1,-8.401768851,27.2091,-0.4896,2.1278,0.350172199,0.844145079,1.097512257,1.194989633,1.223476609,1.243672279,0.410159995,0.58924547,1.606357896,1.803084854,1.955493481,2.24508175,2.8557378423,1.1846304917,0.9111515554,0.8368273434,0.8173429656,0.8040703463,2.4380729769,1.6970855966,0.6225262767,0.5546050691,0.5113798689,0.4454180789,1.3701028774,0.8170968836,1.2660471556,1.0320498222,17,0.13030074,0.13210805,1.0138702973,241.7592,1627.163,895.0053,151447.9491,0.1781,1.7534,1.43263086,0.03110183,-0.1340623,-0.6664787,1.3651,1.3679,1.3697,1.3752,1.4883,1.4892,1.4897,1.4961,1.264179012,0.103691026,0.266617556,-0.575997728,3,22,28,19,8,1,78,0.037037037,0.271604938,0.345679012,0.234567901,0.098765432,0.012345679,0.962962963,1.0446,1.0894,1.0958,1.1046,1.4575,1.4687,1.4746,1.5261
C54-C2-578-NZ,C,C2,7.04,-14.71,-21.75,54,990.8,279.5,-0.2343745953,0.4795744772,1,1,-8.414510078,27.2635,-0.4881,2.1303,0.225442739,0.927389298,1.095704517,1.158302602,1.282872593,1.300046668,0.498537839,0.667067374,1.752340068,1.908053606,2.003480154,2.254245828,4.4357161576,1.0782958162,0.912654812,0.8633322573,0.7795006343,0.769203156,2.0058657975,1.4990989501,0.570665488,0.52409429,0.4991314728,0.443607342,1.9804225762,0.8285764085,1.2852845323,1.0564488355,17,0.1288396,0.13183262,1.0232305906,212.4117,1692.507,892.2105,151408.1156,0.1821,1.7837,1.43313333,0.03134139,-0.2732518,-0.5182504,1.3454,1.3722,1.3722,1.3826,1.485,1.485,1.4874,1.4874,1.262697531,0.097221034,0.131562751,-0.577679566,2,22,28,24,4,1,79,0.024691358,0.271604938,0.345679012,0.296296296,0.049382716,0.012345679,0.975308642,1.0959,1.0959,1.1027,1.1027,1.4181,1.4301,1.4301,1.5313
C56-C1-914-NZ,C,C1,-1.2,-10.8,-9.6,56,1051.2,261.6,-0.2348429198,0.4435021169,1,1,-8.36225325,27.101,-0.487,2.1195,0.272644536,0.507129071,1.075727113,1.219672376,1.256694363,1.331324995,0.530255897,0.968411803,1.499337745,1.952337262,2.234440167,2.408727957,3.6677793536,1.9718845895,0.9296037888,0.8198923085,0.7957384305,0.7511313945,1.8858819028,1.0326185585,0.6669611322,0.5122065841,0.4475393948,0.4151568869,1.8718020169,1.3008484234,1.262856037,0.8130003286,18,0.14071818,0.13762847,0.9780432777,217.7499,1598.674,895.9404,152797.9761,0.1609,1.7341,1.43171786,0.03018742,-0.2581635,-0.9536443,1.3641,1.37,1.3719,1.3778,1.4743,1.4744,1.4755,1.4886,1.266992857,0.110320163,0.289886402,-0.909257337,3,28,21,21,10,1,81,0.035714286,0.333333333,0.25,0.25,0.119047619,0.011904762,0.964285714,1.082,1.0852,1.097,1.1005,1.4819,1.4935,1.4944,1.5024
C56-C2-915-NZ,C,C2 ,25.4,-27,-52.4,56,1480.2,690.5,-0.2862504432,0.5476800152,1,1,-8.164428056,27.1166,-0.4881,2.1195,0.155650425,0.349043663,0.688953782,0.887759718,1.002697394,1.077294598,0.342158171,0.65751187,1.459869438,1.63806258,1.827226004,2.079053222,6.4246531932,2.8649710796,1.4514761746,1.1264309246,0.9973098624,0.9282511969,2.9226249283,1.5208850906,0.684992763,0.6104772871,0.5472776755,0.4809881678,1.1818229601,0.961960556,0.9683746549,0.7418332303,18,0.13992915,0.13762199,0.9835119416,231.8698,1594.471,900.1036,152089.8984,0.1472,1.7116,1.43127857,0.0271441,-0.2411962,-0.8499903,1.3755,1.3755,1.3791,1.3791,1.4697,1.4697,1.4809,1.4809,1.265969048,0.100609184,0.447096488,-0.61111261,0,26,31,15,10,2,84,0,0.30952381,0.369047619,0.178571429,0.119047619,0.023809524,1,1.107,1.107,1.1219,1.1219,1.4609,1.4609,1.5115,1.5115
C56-C2v-913-Ch,C,C2v,10.03,-22.01,-32.04,56,1264.8,523.7,-0.2504135164,0.493857071,1,1,-8.248331436,27.0682,-0.4885,2.1169,0.308377963,0.315377455,0.866455249,1.021630667,1.094793812,1.428889014,0.400570208,1.030172409,1.088240124,1.952721921,2.061220549,2.241847758,3.2427738684,3.1708036962,1.1541276958,0.9788273124,0.9134140046,0.6998444177,2.496441273,0.9707113016,0.9189148405,0.5121056866,0.4851494424,0.4460606196,1.2018104606,1.1917850897,1.081934689,0.6435534824,18,0.14211525,0.1379489,0.9706833011,231.4214,1563.887,899.9992,152646.9091,0.1468,1.6977,1.43088929,0.02680545,0.04825134,-0.6673384,1.3825,1.3825,1.3825,1.3825,1.4771,1.4771,1.4771,1.4965,1.266485714,0.098436627,0.386336931,-0.676111818,0,25,24,25,10,0,84,0,0.297619048,0.285714286,0.297619048,0.119047619,0,1,1.1057,1.1057,1.1057,1.1057,1.485,1.485,1.485,1.485
C56-Cs-864-Ch,C,Cs,20.6,-45.4,-66,56,1727.6,848.1,-0.2576293508,0.6434370103,1,1,-8.154742445,27.0348,-0.4898,2.1135,0.282763629,0.364329761,0.758971897,0.869823717,1.110856233,1.129092927,0.226411573,0.752566458,0.933982076,1.569379008,1.860878468,2.06441452,3.5365227258,2.7447661625,1.3175718415,1.1496582359,0.9002064986,0.8856666941,4.4167353583,1.328786301,1.0706843586,0.6371947088,0.5373806066,0.4843988406,0.8842799205,0.8247900474,0.9306554021,0.6247397732,18,0.14101052,0.13789105,0.9778777498,231.6255,1602.589,900.6358,152948.9495,0.1757,1.7548,1.43116429,0.02992457,-0.4747158,-1.0293248,1.3683,1.3683,1.3695,1.3695,1.4673,1.4673,1.4675,1.4675,1.269525,0.113677186,0.482681104,-1.023869682,2,28,21,17,14,2,82,0.023809524,0.333333333,0.25,0.202380952,0.166666667,0.023809524,0.976190476,1.0975,1.0975,1.1148,1.1148,1.4858,1.4858,1.5003,1.5003
C56-D2-916-Ch,D,D2,12.6,-32.2,-44.8,56,1521.9,650.5,-0.2411553436,0.4940154554,1,1,-8.220413555,27.0229,-0.4899,2.1134,0.327129706,0.481762594,0.908387836,0.933645945,1.104204889,1.221645002,0.516759649,0.736671325,1.235873544,1.535194246,2.200325346,2.238332244,3.056891446,2.0757111749,1.1008513769,1.0710698262,0.9056290277,0.8185684044,1.9351356127,1.3574574794,0.8091442728,0.651383369,0.4544782442,0.4467612003,1.022882175,0.8831873501,0.856707418,0.7208914876,18,0.14112934,0.13788764,0.9770302901,234.157,1592.067,900.7734,153294.7507,0.1798,1.7527,1.43120714,0.03058038,-0.3633252,-1.1246569,1.3696,1.3696,1.3696,1.3696,1.4675,1.4675,1.4675,1.4675,1.269730952,0.115741344,0.38165247,-0.889154258,4,32,10,28,6,4,80,0.047619048,0.380952381,0.119047619,0.333333333,0.071428571,0.047619048,0.952380952,1.0907,1.0907,1.0907,1.0907,1.5019,1.5019,1.5019,1.5019
C56-Td-622-NZ,T,Td,11,-13.3,-24.3,56,1707.2,882.9,-0.2250102039,0.3736491089,3,3,-8.154729735,27.5159,-0.4788,2.1413,0,0,0.349359681,0.649126036,0.650330021,1.38321341,0,0,1.422528423,1.424205104,1.729688578,1.730093599,0,0,2.8623795314,1.5405328773,1.5376808201,0.7229542403,0,0,0.7029736516,0.7021460583,0.5781387544,0.5780034101,1.1307244898,1.1292930339,1.131741286,1.1305874982,18,0.13271338,0.13594302,1.0243354513,226.2803,1507.376,891.1836,145604.5657,0.068,1.6439,1.43293571,0.01716223,0.93513583,-1.0656076,1.4198,1.4199,1.4199,1.4199,1.4621,1.4621,1.4621,1.4621,1.255480952,0.022972533,-0.058877355,-1.558151025,0,0,84,0,0,0,84,0,0,1,0,0,0,1,1.2208,1.221,1.2211,1.2211,1.2829,1.2829,1.283,1.283
C58-C1-1201,C,C1,17.3,-6.8,-24.1,58,996.4,236,-0.3065865497,0.5542857109,1,1,-8.283219703,27.1173,-0.4814,2.1199,0.107570458,0.334158725,0.56570212,0.590529213,1.313799052,1.563166255,0.234420956,0.950760801,1.722011268,2.157606006,2.319732393,2.408941882,9.2962326143,2.9925898239,1.7677147825,1.6933963265,0.7611514093,0.6397272183,4.2658302272,1.0517892607,0.580716293,0.4634766483,0.4310842074,0.4151200191,2.9106111329,1.753897566,2.1257556392,0.8426297862,19,0.14883816,0.14262096,0.9582284543,201.4949,1617.132,892.1483,152934.1761,0.1347,1.7174,1.431382759,0.026495943,-0.109070562,-0.424119088,1.3615,1.3681,1.3753,1.3954,1.4744,1.4781,1.4791,1.486,1.264445977,0.089629404,0.255263327,-0.073689537,1,20,34,29,2,1,86,0.011494253,0.229885057,0.390804598,0.333333333,0.022988506,0.011494253,0.988505747,1.0796,1.1038,1.1092,1.1166,1.398,1.4252,1.4896,1.5368
C58-Cs-1196,C,Cs,7.1,-0.9,-8,58,911.2,200,-0.255897218,0.4084113672,1,1,-8.315691388,27.0706,-0.4845,2.1166,0.191899994,0.467599978,0.604799999,1.232000003,1.264500002,1.288899988,0.684599998,1.058900001,1.711799988,1.871599989,2.331599991,2.433000006,5.2110475835,2.1385800835,1.6534391562,0.8116883097,0.7908264124,0.7758553878,1.4607069864,0.9443762386,0.584180399,0.5343022045,0.4288900343,0.4110152065,2.5516713838,1.4979029853,1.1304544452,0.7943442682,19,0.14945145,0.14286376,0.9559208693,124.8382,1605.996,898.2756,153557.7117,0.1358,1.7424,1.430836782,0.026016388,-0.499346624,-0.521663616,1.3619,1.3794,1.3794,1.3812,1.4671,1.4696,1.4713,1.4713,1.266093103,0.09406943,0.686239141,-0.140525804,0,22,32,22,10,1,87,0,0.252873563,0.367816092,0.252873563,0.114942529,0.011494253,1,1.1067,1.1382,1.1382,1.1481,1.4523,1.4953,1.4953,1.5123
C60-C1-1802-NZ,C,C1,25.6,-42.6,-68.2,60,1611.5,752.2,-0.2906187858,0.7532251431,1,1,-8.12446341,26.9999,-0.4861,2.111,0.199935616,0.304871061,0.339643466,0.5105673,1.090083654,1.363445086,0.148957154,0.640059861,1.347232796,1.725473704,1.820203492,2.090254167,5.0016101183,3.2800751791,2.9442639123,1.958605653,0.9173607882,0.7334362126,6.7133398642,1.5623538686,0.7422622155,0.5795509938,0.5493891229,0.4784107195,1.0502705531,0.9460101945,1.1096843603,0.7182567192,20,0.15493256,0.1474558,0.9517418417,228.63,1680.826,897.8144,156511.018,0.2002,1.8027,1.43161667,0.03283863,-0.5032184,-0.67521,1.344,1.3558,1.3571,1.3719,1.4762,1.4764,1.4765,1.4778,1.269508889,0.114334002,0.309641585,-0.645633404,3,27,27,21,9,3,87,0.033333333,0.3,0.3,0.233333333,0.1,0.033333333,0.966666667,1.0631,1.0889,1.0964,1.1041,1.482,1.5163,1.5413,1.5614
C60-C2-1807-NZ,C,C2,21.5,-18.4,-39.9,60,1389.4,523.3,-0.2765647243,0.4256008953,1,1,-8.128062658,26.9599,-0.4869,2.1076,0.206658682,0.382113846,0.489293962,0.498355418,1.138736386,1.242158133,0.849611904,0.877715355,1.559972984,1.684097506,2.27136521,2.275761187,4.8388966305,2.6170211063,2.0437611695,2.0066000366,0.8781663713,0.805050479,1.1770079907,1.1393215287,0.6410367425,0.5937898468,0.4402638535,0.4394134172,1.3699405523,1.1044673156,0.7283788545,0.7137680515,20,0.1561565,0.14774722,0.9461483832,234.108,1689.774,899.5771,156665.6971,0.2081,1.8071,1.43132889,0.03280925,-0.5796095,-0.6116088,1.3431,1.3431,1.3776,1.3776,1.4738,1.4738,1.4767,1.4767,1.270716667,0.117827517,0.3783153,-0.701436676,4,32,22,13,17,2,86,0.044444444,0.355555556,0.244444444,0.144444444,0.188888889,0.022222222,0.955555556,1.0614,1.0614,1.091,1.091,1.4663,1.4663,1.5637,1.5637
C60-C2v-1809-NZ,C,C2v,35.2,-31.5,-66.7,60,1795.6,871.6,-0.3092959887,0.5045619869,1,1,-8.009494638,26.8828,-0.4881,2.103,0.19053195,0.295113496,0.324925553,0.336854959,1.051608599,1.436428561,0.475856958,0.809702582,1.239085847,1.488158281,1.975633436,2.122090246,5.2484635779,3.3885268331,3.0776280621,2.9686367182,0.9509241375,0.6961710642,2.1014718461,1.2350213797,0.8070465839,0.671971532,0.5061667725,0.4712334934,0.9415026071,0.8571084533,0.7421387333,0.5947769371,20,0.1593712,0.14832436,0.9306848414,237.3588,1672.824,902.4451,156434.9886,0.1923,1.7756,1.43030444,0.0305817,-0.5769571,-0.9147987,1.3453,1.3764,1.3764,1.3805,1.4711,1.4711,1.4711,1.4711,1.272298889,0.116957503,0.516818651,-1.088715067,2,42,16,8,21,1,88,0.022222222,0.466666667,0.177777778,0.088888889,0.233333333,0.011111111,0.977777778,1.0769,1.0769,1.1217,1.1217,1.462,1.4751,1.4751,1.5621
C60-C3v-1761-NZ,C,C3v,50.2,-29.2,-79.4,60,1951.6,1034.7,-0.3291453881,0.4538181469,2,2,-7.961595853,27.0725,-0.4846,2.1121,0,0.103648403,0.307641565,0.310539692,0.771262237,1.104796598,0,0.572916043,1.304662223,1.606067799,1.607432822,1.864149849,0,9.6480020054,3.2505360581,3.2202002699,1.2965758623,0.9051439892,0,1.7454564455,0.7664819157,0.6226387209,0.6221099795,0.5364375619,0.9656739659,0.8784656766,0.9638627628,0.6220390773,20,0.15067987,0.1471094,0.9763042668,219.8663,1722.276,895.8044,156995.8861,0.2326,1.8909,1.43258778,0.03547193,-0.8068457,-0.0761889,1.3397,1.3398,1.3399,1.366,1.4805,1.4805,1.4806,1.4807,1.269725556,0.121269328,0.416026503,-0.863889935,6,18,36,15,12,3,84,0.066666667,0.2,0.4,0.166666667,0.133333333,0.033333333,0.933333333,1.0816,1.0818,1.0818,1.0818,1.4603,1.5317,1.5317,1.5318
C60-Cs-1804-NZ,C,Cs,75,-35.3,-110.3,60,1852,952,-0.4169350839,0.601893883,1,1,-7.973049106,26.9223,-0.4874,2.1059,0.071689621,0.149127346,0.294282108,0.307390449,1.014382194,1.383577793,0.266066651,0.73151651,1.201730863,1.575023095,1.808181295,2.089273281,13.9490205981,6.7056782463,3.398099894,3.2531915134,0.9858217208,0.722763841,3.7584567485,1.3670231448,0.8321330764,0.6349113249,0.5530418895,0.478635327,0.9768585902,0.9081601721,0.8209731374,0.5939947687,20,0.15788683,0.14803226,0.9375845978,236.761,1647.779,901.2992,156178.0864,0.1912,1.7807,1.43068667,0.03108142,-0.5151408,-0.8710941,1.3554,1.3585,1.3676,1.3676,1.4708,1.472,1.472,1.4725,1.271307778,0.114829851,0.426335792,-0.964520207,1,35,22,20,10,2,89,0.011111111,0.388888889,0.244444444,0.222222222,0.111111111,0.022222222,0.988888889,1.0932,1.1017,1.1017,1.1335,1.4984,1.4984,1.5204,1.5381
C60-D2h-1810-NZ,D,D2h,38.9,-17.2,-56.1,60,1446.7,554,-0.2997101769,0.4177297558,1,1,-8.049043857,26.9518,-0.4863,2.1063,0.173072873,0.372670894,0.435671115,0.480968763,0.50674996,1.474458943,0.746741282,1.086075549,1.679980942,1.680406334,2.14518351,2.173131092,5.7779129835,2.6833327102,2.2953093872,2.0791371019,1.9733598006,0.6782148833,1.3391518912,0.9207462602,0.5952448477,0.5950941625,0.466160585,0.4601655205,1.3753779533,1.0791317678,0.7687923908,0.6097280095,20,0.15600855,0.14773452,0.9469642529,229.4003,1676.745,898.4974,156349.2791,0.204,1.808,1.43134667,0.03311139,-0.497657,-0.5830814,1.3454,1.3454,1.3638,1.3638,1.4719,1.4719,1.4719,1.4719,1.271115556,0.119676159,0.307114091,-0.738714374,4,32,24,16,10,4,86,0.044444444,0.355555556,0.266666667,0.177777778,0.111111111,0.044444444,0.955555556,1.08,1.08,1.08,1.08,1.5113,1.5113,1.5594,1.5594
C60-D5-1794-NZ,D,D5,-13.9,-28.42,-14.52,60,887.8,143.4,-0.2392999326,0.8930282055,1,1,-8.499341058,27.1565,-0.4767,2.1239,0.27291264,0.295867091,0.98130383,0.996850356,1.498848982,1.510426172,0.167279666,0.171837252,1.953472143,2.22176882,2.22879589,2.241078715,3.6641761994,3.3798960088,1.0190523765,1.0031595956,0.6671786231,0.662064799,5.9780128925,5.8194599155,0.5119090147,0.4500918327,0.4486727585,0.4462136887,2.4020409277,2.2765192761,3.2187494369,3.1722139235,20,0.15562268,0.14753959,0.9480596916,96.2083,1572.81,891.2685,153818.2801,0.0997,1.7088,1.43139889,0.02531638,0.26694571,-0.6816133,1.3864,1.3872,1.3881,1.3882,1.48,1.4819,1.4877,1.4879,1.263712222,0.096559385,0.209064826,-0.756263394,1,24,35,22,8,0,89,0.011111111,0.266666667,0.388888889,0.244444444,0.088888889,0,0.988888889,1.0963,1.1032,1.1044,1.1073,1.4559,1.4636,1.4696,1.4764
C60-Ih,I,Ih,3.02,-33.4,-36.42,60,2634.6,1592.5,-0.204313293,0.4100641591,5,3,-7.745674329,26.8102,-0.4898,2.0985,0,0,0,0,1.155165242,1.156462661,0,0,1.115439227,1.117703235,1.120536817,1.952641285,0,0,0,0,0.8656770163,0.8647058256,0,0,0.8965078292,0.8946918723,0.8924294006,0.5121268344,0.6279434851,0.6279434851,0.6279434851,0.6279434851,20,0.16243654,0.14890819,0.9167160911,252.6682,1576.537,906.2866,156247.6721,0.1861,1.7537,1.42938111,0.02852336,-0.7070878,-1.4999492,1.3888,1.3889,1.3889,1.3889,1.4497,1.4497,1.4498,1.4498,1.27369,0.115937378,0.707103363,-1.499993196,0,60,0,0,30,0,90,0,0.666666667,0,0,0.333333333,0,1,1.1913,1.1913,1.1914,1.1914,1.4378,1.4378,1.4379,1.4379
C60-S4-1692-NZ,S,S4,10.6,-18.9,-29.5,60,1134.8,381.8,-0.2655676274,0.4248341927,1,2,-8.431946184,27.2358,-0.4794,2.1238,0.122480036,0.781124825,0.941159515,0.941159515,1.257261585,1.257261585,0,0.599652599,1.684630472,1.827125725,1.827125725,1.921905759,8.164595902,1.2802051196,1.0625191416,1.0625191416,0.7953794277,0.7953794277,0,1.6676322285,0.5936019896,0.547307712,0.547307712,0.5203168757,1.9830251618,0.8599008109,2.6191723415,1.0188979081,20,0.14686626,0.14664,0.9984594147,208.122,1614.695,888.7975,152963.2639,0.159,1.7798,1.43283778,0.02956171,-0.463991,-0.4884803,1.3719,1.3719,1.3719,1.3719,1.4778,1.4778,1.4778,1.4778,1.264057778,0.090154796,-0.120570359,-0.284300033,4,16,46,16,8,0,86,0.044444444,0.177777778,0.511111111,0.177777778,0.088888889,0,0.955555556,1.0839,1.0839,1.0839,1.0839,1.4438,1.4438,1.4438,1.4438
C62-C1-2382-NZ,C,C1,62.6,-14.7,-77.3,62,1206.2,460.7,-0.3971396083,0.4711009837,1,1,-8.163194574,26.9836,-0.4823,2.1099,0.049874954,0.434270872,0.44079204,0.513663372,0.734423861,1.243856563,0.531627901,0.710214956,1.702802368,1.878848951,2.141026087,2.22895424,20.0501438056,2.3027102771,2.2686435082,1.9468002869,1.361611534,0.8039512189,1.8810148943,1.4080244179,0.5872672124,0.5322407634,0.467065771,0.4486408837,1.9585762916,1.1173548003,1.0077314152,0.8540329892,21,0.1646758,0.15275201,0.927592336,221.2645,1616.749,897.3528,156212.2863,0.1652,1.7489,1.43075914,0.02906694,-0.3598272,-0.604084,1.3599,1.365,1.3717,1.3747,1.476,1.4763,1.4772,1.4804,1.268244086,0.101651657,0.443905488,-0.490253291,1,23,35,24,9,1,92,0.010752688,0.247311828,0.376344086,0.258064516,0.096774194,0.010752688,0.989247312,1.0992,1.1006,1.103,1.1093,1.4561,1.4903,1.4994,1.5431
C62-C2-2381-NZ,C,C2,24.57,0.11,-24.46,62,931.7,268.8,-0.2793933639,0.3918555637,1,1,-8.183089529,26.98,-0.4828,2.1095,0.173971101,0.359201849,0.483265985,0.701773668,0.782203652,1.237033329,0.929566203,1.096101123,1.72514359,1.751592196,2.333875155,2.442571464,5.7480811138,2.7839500347,2.0692538499,1.4249608465,1.2784394415,0.8083856567,1.0757706087,0.912324583,0.5796618935,0.5709091433,0.4284719334,0.4094046028,2.2585033164,1.5923519996,0.8344694614,0.7326538041,21,0.16402234,0.15273865,0.9312063832,218.3013,1618.836,897.0148,157082.9055,0.163,1.7398,1.43069462,0.02895697,-0.2201308,-0.3559818,1.3699,1.3699,1.3749,1.3749,1.4818,1.4818,1.4943,1.4943,1.267143011,0.100440881,0.490999009,-0.61916313,4,23,38,14,14,0,89,0.043010753,0.247311828,0.408602151,0.150537634,0.150537634,0,0.956989247,1.0771,1.0771,1.0863,1.0863,1.4705,1.4705,1.489,1.489
