Name,Symmetry (generic),Symmetry (specific),HOMO ren (output),LUMO ren (output),Gap ren (output),Nat,Gap_B3LYP,Gap_PBE,avgoccupied(eV-1),avgempty(eV-1),deg HOMO,deg LUMO,ElecEigvalMean,ElecEigvalVariance,ElecEigvalSkewness,ElecEigvalKurtosis,HOMO-(HOMO-1),HOMO-(HOMO-2),HOMO-(HOMO-3),HOMO-(HOMO-4),HOMO-(HOMO-5),HOMO-(HOMO-6),(LUMO+1)-LUMO,(LUMO+2)-LUMO,(LUMO+3)-LUMO,(LUMO+4)-LUMO,(LUMO+5)-LUMO,(LUMO+6)-LUMO,inv(HOMO-(HOMO-1)),inv(HOMO-(HOMO-2)),inv(HOMO-(HOMO-3)),inv(HOMO-(HOMO-4)),inv(HOMO-(HOMO-5)),inv(HOMO-(HOMO-6)),inv((LUMO+1)-LUMO),inv((LUMO+2)-LUMO),inv((LUMO+3)-LUMO),inv((LUMO+4)-LUMO),inv((LUMO+5)-LUMO),inv((LUMO+6)-LUMO),inv(LUMO-(HOMO-1)),inv(LUMO-(HOMO-2)),inv((LUMO+1)-HOMO),inv((LUMO+2)-HOMO),num hexagons,Volume,Area,Area/volume ratio,1stPhFreq,LastPhFreq,PhFreqMean,PhFreqVariance,PhFreqSkewness,PhFreqKurtosis,bond_length_angstrom_average,bond_length_angstrom_standard_deviation,bond_length_skewness,bond_length_excess_Kurtosis,bond_length_1st_lowest_value,bond_length_2nd_lowest_value,bond_length_3rd_lowest_value,bond_length_4th_lowest_value,bond_length_4th_highest_value,bond_length_3rd_highest_value,bond_length_2nd_highest_value,bond_length_1st_highest_value,average_NM3_bond_order,standard_deviation_NM3_bond_order,skewness_NM3_bond_order,excess_Kurtosis_NM3_bond_order,Nbond_with_order_till_1p1_eq_nonhybridized,Nbond_with_order_till_1p2,Nbond_with_order_till_1p3,Nbond_with_order_till_1p4,Nbond_with_order_till_1p5,Nbond_with_order_over_1p5,Nbond_hybridized,ratio_bonds_with_order_till_1p1_eq_nonhybridized,ratio_bonds_with_order_till_1p2,ratio_bonds_with_order_till_1p3,ratio_bonds_with_order_till_1p4,ratio_bonds_with_order_till_1p5,ratio_bonds_with_order_over_1p5,ratio_bonds_hybridized,1st_lowest_value_NM3_bond_order,2nd_lowest_value_NM3_bond_order,3rd_lowest_value_NM3_bond_order,4th_lowest_value_NM3_bond_order,4th_highest_value_NM3_bond_order,3rd_highest_value_NM3_bond_order,2nd_highest_value_NM3_bond_order,1st_highest_value_NM3_bond_order
C44-C1-88,C,C1 ,28,-15.2,-43.2,44,1317.4,498,-0.3042865151,0.4552272514,1,1,-8.099229047,27.4806,-0.4971,2.15,0.215877117,0.351777204,0.410822561,0.576665513,0.840752885,1.637121852,0.352382918,1.10400753,1.831172035,2.31209942,2.417685876,2.635975213,4.632264938,2.8427083638,2.434140904,1.7341075155,1.1894101321,0.6108280815,2.8378220082,0.9057909234,0.5460983353,0.432507353,0.4136186632,0.379366238,1.4008013091,1.1767790372,1.1759408366,0.6242167913,12,0.091222605,0.10401208,1.1402007211,262.4615,1559.549,890.1668,141231.5601,0.1821,1.7312,1.43488333,0.03145699,0.00909901,-0.9804553,1.3725,1.3862,1.3869,1.3891,1.4871,1.4909,1.492,1.4967,1.259898485,0.109933301,0.103429449,-0.557204103,5,16,21,19,4,1,61,0.075757576,0.242424242,0.318181818,0.287878788,0.060606061,0.015151515,0.924242424,1.0306,1.0524,1.0562,1.0823,1.4133,1.4546,1.4617,1.536
C44-C2-81,C,C2 ,27.6,-14.4,-42,44,1379.4,565.2,-0.3111491152,0.4076483553,1,1,-8.043823627,27.5353,-0.4991,2.1509,0.230508509,0.313310233,0.333409004,0.645634723,1.058125068,1.537291374,0.748638053,0.852555062,1.882117941,2.24592088,2.323185903,2.422538311,4.3382346463,3.1917246699,2.9993191186,1.548863412,0.945067866,0.6504947708,1.3357589772,1.1729447687,0.5313163316,0.44525166,0.4304433832,0.4127901695,1.2567416192,1.138290668,0.7611288147,0.7053404546,12,0.089402741,0.10346922,1.1573383416,265.3424,1657.73,883.5444,146412.0838,0.3091,1.9481,1.43738485,0.04058282,-0.3796785,-0.7516039,1.3513,1.3513,1.3589,1.3589,1.4928,1.5,1.5,1.5007,1.260109091,0.117566119,-0.015844842,-0.5077371,7,12,25,14,8,0,59,0.106060606,0.181818182,0.378787879,0.212121212,0.121212121,0,0.893939394,1.0416,1.0432,1.0432,1.0494,1.4702,1.4702,1.4892,1.4892
C44-C2v-55,C,C2v,115.3,-36.7,-152,44,1955,1099.3,-0.6809808252,0.4735536003,1,1,-7.77553466,27.4172,-0.5029,2.1451,0.054350814,0.062481172,0.220184839,0.26577006,0.573611356,1.20885223,0.41388333,1.187948206,1.219594823,1.842249143,1.926316291,2.238951028,18.3989884678,16.0048214204,4.5416387638,3.7626510676,1.7433406601,0.8272309677,2.4161398334,0.8417875417,0.8199444448,0.5428147457,0.5191255479,0.4466377279,0.8668134134,0.860747294,0.6608584566,0.437206595,12,0.091073704,0.10379923,1.1397277748,256.3293,1590.899,896.4852,142868.6479,0.197,1.7435,1.4346,0.03318528,-0.1642958,-1.1051613,1.3657,1.3824,1.3824,1.384,1.4802,1.4802,1.4971,1.4971,1.262345455,0.11904837,0.566330952,-0.801051274,2,20,19,14,8,3,64,0.03030303,0.303030303,0.287878788,0.212121212,0.121212121,0.045454545,0.96969697,1.0599,1.0599,1.1454,1.1454,1.4473,1.5133,1.5134,1.5184
C44-D2-89,D,D2,116.8,-22.7,-139.5,44,1741.4,808.4,-0.5764501615,0.4058065871,1,1,-7.822751801,27.3631,-0.5003,2.1417,0.08007579,0.096674482,0.140415607,0.331447378,0.352084921,1.586716137,0.530491671,1.210518776,1.629079761,2.201618829,2.529753041,2.778611655,12.4881690209,10.3439912923,7.1217154657,3.0170701788,2.8402238788,0.630232451,1.8850437333,0.8260921019,0.6138434863,0.4542112317,0.3952955027,0.3598919619,1.1255230714,1.1048814433,0.7468864148,0.4953146268,12,0.092221,0.10417332,1.1296051875,264.787,1569.422,892.3697,144129.052,0.21,1.7585,1.43471818,0.03488388,-0.1566851,-1.3082689,1.3713,1.3713,1.3801,1.3801,1.4781,1.4781,1.4781,1.4781,1.265015152,0.135788412,0.369857894,-1.061205601,8,12,24,4,16,2,58,0.121212121,0.181818182,0.363636364,0.060606061,0.242424242,0.03030303,0.878787879,1.0715,1.0715,1.0715,1.0715,1.4689,1.4689,1.5447,1.5447
C44-D3-80,D,D3,8.4,-4.3,-12.7,44,1011.9,234.6,-0.2583274586,0.3548415772,1,1,-8.182824999,27.4713,-0.4973,2.1488,0.417293858,0.419588575,0.603632507,0.761675587,0.763276813,1.814629751,0.965860303,0.967801339,2.350667043,2.352795566,2.531799208,2.72457495,2.3963928077,2.3832870092,1.6566370903,1.3128949084,1.3101406763,0.5510766036,1.0353464128,1.0332699075,0.4254111627,0.4250263025,0.39497603,0.367029727,1.5339920567,1.5286112265,0.833013801,0.8316690672,12,0.091549095,0.10404119,1.1364524139,274.7806,1553.579,889.3571,142582.241,0.2037,1.769,1.43512727,0.03284175,-0.3066231,-0.7980107,1.3712,1.3712,1.3712,1.3712,1.4791,1.4824,1.4825,1.4826,1.261040909,0.118283846,0.158803569,-0.469413277,9,12,24,15,6,0,57,0.136363636,0.181818182,0.363636364,0.227272727,0.090909091,0,0.863636364,1.0587,1.0589,1.0589,1.0697,1.4924,1.4924,1.4926,1.4927
C44-D3d-86,D,D3d,21.2,-15.9,-37.1,44,1704.4,815.3,-0.2883879084,0.3695408792,2,2,-7.988213857,27.5994,-0.5018,2.1601,0,0.20265524,0.260471094,1.118064101,1.119249952,1.392245798,0,1.006636367,1.59727336,2.103793773,2.106834748,2.161565458,0,4.9344887406,3.839197604,0.8944031018,0.8934554772,0.7182639742,0,0.993407384,0.6260669119,0.4753317615,0.4746456745,0.462627674,1.2247923691,0.9823614641,1.2178976179,0.5488665895,12,0.089873602,0.1031775,1.1480289841,280.6881,1669.757,876.1053,150562.9127,0.3664,1.9937,1.4392,0.04638067,-0.1627458,-1.2605632,1.3702,1.3702,1.3703,1.3703,1.5121,1.5121,1.5121,1.5121,1.258451515,0.110434333,-0.666734926,-0.57448884,6,18,18,24,0,0,60,0.090909091,0.272727273,0.272727273,0.363636364,0,0,0.909090909,1.0229,1.0229,1.023,1.023,1.373,1.373,1.373,1.373
C44-T-73,T,T ,105.6,-13.9,-119.5,44,1990.3,1150.4,-0.6627952871,0.3138719948,3,3,-7.825866663,27.6013,-0.4976,2.1595,0,0,0.048684758,0.050385355,0.336159251,1.643660168,0,0,1.913654487,1.914469629,1.915049008,2.112283909,0,0,20.5403095564,19.8470369019,2.9747805453,0.6083982684,0,0,0.5225603717,0.5223378762,0.522179848,0.4734212081,0.868600438,0.8671866075,0.8679254775,0.8665698163,12,0.087581249,0.10334889,1.1800344387,262.6853,1576.873,888.2455,140039.4903,0.162,1.7369,1.43563485,0.0283766,-0.4389437,0.14579288,1.3724,1.3724,1.3725,1.3725,1.4778,1.4778,1.4779,1.4781,1.255148485,0.091179396,0.870489368,0.250966116,0,24,24,12,6,0,66,0,0.363636364,0.363636364,0.181818182,0.090909091,0,1,1.1537,1.1538,1.1538,1.1539,1.4697,1.4698,1.47,1.47
C46-C1-103,C,C1,18.9,-11.3,-30.2,46,1338.1,505.7,-0.2851643612,0.3757075172,1,1,-8.043848097,27.3707,-0.4977,2.1398,0.316286278,0.39013313,0.426464142,0.70665792,0.737061853,0.924036397,0.799681782,1.124833139,1.856762274,2.103430815,2.383818148,2.559081359,3.1616926486,2.5632275834,2.3448630295,1.415111855,1.3567382384,1.0822084533,1.2504974135,0.8890207492,0.5385719077,0.4754137825,0.4194950864,0.3907652238,1.2165653208,1.1162793231,0.7660594117,0.6132963361,13,0.098721222,0.10922329,1.1063810576,258.1628,1583.567,894.7611,145368.7183,0.2015,1.7593,1.43420725,0.03309807,-0.2198276,-0.9656223,1.3661,1.3695,1.3745,1.3792,1.4829,1.4831,1.4838,1.4941,1.262992754,0.117225663,0.288660896,-0.822544952,5,20,21,11,10,2,64,0.072463768,0.289855072,0.304347826,0.15942029,0.144927536,0.028985507,0.927536232,1.0524,1.0712,1.075,1.0878,1.4558,1.4974,1.5019,1.5157
C46-C2-116,C,C2 ,28.9,-13.4,-42.3,46,1244.3,509.8,-0.2936345349,0.395081916,1,1,-8.025549176,27.3731,-0.4971,2.1417,0.322214148,0.351362747,0.476057904,0.58708511,0.610988591,0.748954803,0.556048084,1.300682559,1.740112417,2.250416195,2.422911109,2.715106857,3.1035260438,2.8460615377,2.1005848062,1.7033305444,1.6366917725,1.3351940544,1.7984056213,0.7688271001,0.5746755153,0.4443622483,0.4127266561,0.3683096293,1.2019026388,1.1612206908,0.93822001,0.5523389303,13,0.098463998,0.10926577,1.1097027565,262.4246,1540.45,893.4103,144611.5562,0.177,1.7156,1.43388116,0.03037997,-0.0517332,-1.414251,1.3845,1.3845,1.3877,1.3877,1.4723,1.4723,1.4826,1.4826,1.260807246,0.107016242,0.266710148,-1.084979964,4,22,15,18,10,0,65,0.057971014,0.31884058,0.217391304,0.260869565,0.144927536,0,0.942028986,1.076,1.076,1.0824,1.0824,1.4485,1.4485,1.4655,1.4655
C46-C2v-91,C,C2v ,25.62,-36.85,-62.47,46,1546.4,606,-0.2805766889,1.4501605134,1,1,-8.129316174,27.4426,-0.4972,2.1501,0.323274786,0.343217356,0.419354556,0.619785499,1.097735498,1.170511414,0.045413043,1.084384981,1.32100051,2.097132001,2.303507185,2.307119804,3.09334363,2.9136055695,2.3846169922,1.613461434,0.910966259,0.8543274231,22.0201055454,0.9221817136,0.7570019788,0.4768417055,0.4341206342,0.4334408635,1.0761079662,1.0534994895,1.5351243128,0.5915812145,13,0.097841248,0.1088583,1.1126013029,256.0588,1617.05,886.7395,145946.6524,0.2139,1.787,1.4360058,0.0376418,-0.1838618,-0.4394203,1.3537,1.3537,1.3545,1.3545,1.5057,1.5057,1.5064,1.5064,1.262869565,0.134958662,0.406243899,-0.702997868,8,16,14,16,11,4,61,0.115942029,0.231884058,0.202898551,0.231884058,0.15942029,0.057971014,0.884057971,1.0833,1.0833,1.0833,1.0833,1.5437,1.5437,1.5819,1.5819
C46-Cs-99,C,Cs,27.3,-20.9,-48.2,46,1522.8,690.9,-0.2907507107,0.4379757236,1,1,-8.062078858,27.3804,-0.4978,2.1401,0.197989276,0.479768384,0.632333767,0.675753462,0.824147057,0.991173992,0.569801027,0.846896788,1.55581461,1.970924705,2.05846265,2.334150983,5.0507786088,2.0843390964,1.5814433013,1.4798296364,1.2133756852,1.0089046001,1.7549985918,1.1807814295,0.6427501025,0.5073760542,0.4857994387,0.4284213006,1.1249995101,0.8542128699,0.7932094752,0.6502809785,13,0.09877301,0.10913549,1.1049120605,256.1359,1591.403,895.5074,145422.7189,0.1953,1.7567,1.4340913,0.03222545,-0.2364423,-0.811614,1.3666,1.3697,1.3697,1.3817,1.489,1.489,1.4908,1.4908,1.262882609,0.113921283,0.299407951,-0.651410523,4,15,25,17,7,1,65,0.057971014,0.217391304,0.362318841,0.246376812,0.101449275,0.014492754,0.942028986,1.0547,1.0547,1.0643,1.0643,1.4733,1.483,1.483,1.5161
C48-C1-193,C,C1,11.6,-47.6,-59.2,48,1451.9,598,-0.2547906879,0.7264623778,1,1,-8.205812149,27.3568,-0.4945,2.1403,0.281532847,0.585921078,0.716907323,0.865100746,0.888885342,1.201352797,0.142702078,0.644387318,1.775666818,2.040352209,2.105250129,2.190907931,3.5519834032,1.7067145005,1.394880437,1.1559347332,1.125004489,0.8323949488,7.0076064344,1.5518617019,0.5631687149,0.49011146,0.4750029397,0.4564317769,1.1369672019,0.8446508966,1.3500704665,0.8049019702,14,0.10556565,0.11427097,1.0824635665,242.9639,1614.231,892.7752,146440.1381,0.1821,1.7558,1.43406806,0.03246534,-0.1712838,-0.7643255,1.3586,1.3715,1.3737,1.3797,1.4829,1.4859,1.4943,1.4944,1.263186111,0.114676623,0.282901778,-0.837484685,4,20,20,16,11,1,68,0.055555556,0.277777778,0.277777778,0.222222222,0.152777778,0.013888889,0.944444444,1.0489,1.0837,1.0845,1.0948,1.4527,1.4648,1.4832,1.5372
C48-C2-192,C,C2,45.69,-19.33,-65.02,48,1475.8,740.9,-0.3357697275,0.4365409996,1,1,-7.967139586,27.3239,-0.4969,2.137,0.133024335,0.458600301,0.501207552,0.557152586,0.588293319,0.697917366,0.593951001,0.787619541,1.762919284,1.844201263,2.158160956,2.602544629,7.5174215304,2.1805480673,1.9951814293,1.7948404533,1.6998323246,1.4328343852,1.6836405668,1.2696485396,0.5672409447,0.5422401665,0.4633574698,0.3842393283,1.1442638223,0.8336804911,0.7491472825,0.6542278153,14,0.10512122,0.11433925,1.0876895264,257.4019,1612.71,895.2643,146592.9271,0.1914,1.7569,1.43428472,0.03618518,-0.3587456,-0.4773203,1.3567,1.3567,1.3571,1.3571,1.4938,1.4938,1.4977,1.4977,1.265868056,0.121002231,0.293211082,-0.410988922,6,16,23,16,7,4,66,0.083333333,0.222222222,0.319444444,0.222222222,0.097222222,0.055555556,0.916666667,1.0451,1.0451,1.0524,1.0524,1.5207,1.5207,1.5283,1.5283
C48-C2-160,C,C2,78.24,-29.61,-107.85,48,1923.9,1007.3,-0.4348754342,0.4586813404,1,1,-7.847088018,27.2917,-0.4987,2.1331,0.084909641,0.153118284,0.409516898,0.536161898,0.652267984,0.753194349,0.652459839,0.752010496,1.258647567,1.886065728,2.047198307,2.161715983,11.7772256274,6.5308986874,2.441901677,1.8651082886,1.533112194,1.327678575,1.5326613842,1.3297686739,0.7945035816,0.5302042157,0.4884724634,0.4625954602,0.9155751446,0.8617582244,0.602496805,0.5684044984,14,0.10504435,0.11419581,1.0871199641,255.5001,1619.67,896.6193,148294.0263,0.2456,1.834,1.43359167,0.03182773,-0.1056244,-0.6922436,1.3608,1.3608,1.3868,1.3868,1.4813,1.4813,1.496,1.496,1.261990278,0.105284836,0.159674832,-0.541292281,2,18,27,17,6,2,70,0.027777778,0.25,0.375,0.236111111,0.083333333,0.027777778,0.972222222,1.0969,1.0969,1.1003,1.1003,1.4364,1.4364,1.5204,1.5204
C48-Cs-197,C,Cs,6.3,-58.4,-64.7,48,1490,598.5,-0.237016802,0.800937547,1,1,-8.208217045,27.2908,-0.4957,2.1358,0.585420093,0.627877491,0.643485475,0.820317551,0.925336104,1.131792666,0.110449251,1.168529161,1.220559027,2.067029738,2.255833181,2.281014134,1.7081750558,1.5926673823,1.5540366315,1.2190401129,1.0806884068,0.8835540555,9.0539319275,0.855776675,0.8192967139,0.4837859764,0.4432951906,0.4384014922,0.8446515993,0.8154096168,1.4105381994,0.565921617,14,0.10655608,0.11449689,1.0745223548,211.1002,1594.533,893.1153,151114.1341,0.146,1.775,1.43336389,0.03141921,-0.122984,-0.8844721,1.3704,1.3783,1.3828,1.3828,1.4887,1.4887,1.4938,1.4938,1.264576389,0.1174045,0.390104872,-1.033938042,2,25,20,14,10,1,70,0.027777778,0.347222222,0.277777778,0.194444444,0.138888889,0.013888889,0.972222222,1.0743,1.0743,1.1099,1.1201,1.4659,1.4675,1.4675,1.5129
C48-D2-198,D,D2,-6.7,-92.1,-85.4,48,1634.1,719.7,-0.2395506547,1.0405783444,1,1,-8.23580977,27.3605,-0.4941,2.1405,0.496611208,0.631032261,0.655269142,0.657057965,0.977773771,1.38083762,0.082073907,0.449103424,1.623818211,1.651820546,1.866646359,2.106004951,2.0136476662,1.584705033,1.5260904808,1.5219357397,1.0227314637,0.7241981139,12.1841403261,2.226658597,0.6158324825,0.6053926393,0.5357201139,0.4748326919,0.8221580081,0.7403391693,1.2472344027,0.8555758646,14,0.10624927,0.11425429,1.0753418823,260.901,1554.788,894.2172,144608.4028,0.181,1.7467,1.43401667,0.03150313,-0.1549513,-1.2793554,1.3807,1.3807,1.3807,1.3807,1.4726,1.4726,1.4872,1.4872,1.263538889,0.116745721,0.384556938,-1.11718455,8,14,28,4,18,0,64,0.111111111,0.194444444,0.388888889,0.055555556,0.25,0,0.888888889,1.0949,1.0949,1.0949,1.0949,1.4621,1.4621,1.4621,1.4621
C48-D2h-15,D,D2h,23.84,-28.46,-52.3,48,1244.3,596.5,-0.2622052196,0.4915345726,1,1,-8.16689612,27.6831,-0.4886,2.1519,0.446390049,0.470584129,0.539997493,0.576686862,0.707263207,1.30620812,0.676400653,0.91276118,1.005819707,1.320917213,1.626565207,2.219139176,2.2401933068,2.1250185426,1.8518604493,1.7340433186,1.4139007799,0.7655747845,1.4784137117,1.0955768299,0.994213966,0.7570497153,0.6147924447,0.4506251842,0.9588738534,0.9371332333,0.7856072645,0.6625758439,14,0.09881454,0.11259876,1.1394958677,209.3095,1822.373,874.5557,146108.8862,0.3285,2.163,1.43901389,0.04126425,-0.8306468,0.62518979,1.3163,1.3163,1.3785,1.3785,1.5155,1.5155,1.5155,1.5155,1.256672222,0.117931714,0.508793348,0.230308095,4,16,32,10,8,2,68,0.055555556,0.222222222,0.444444444,0.138888889,0.111111111,0.027777778,0.944444444,1.044,1.044,1.044,1.044,1.4407,1.4407,1.5828,1.5828
C48-D6d-186,D,D6d,8.8,-23.6,-32.4,48,1732.9,713.6,-0.2515806866,0.3822980709,2,2,-8.01087782,27.5157,-0.4898,2.1392,0,0.444120042,0.444182134,0.591082971,0.594477688,1.39928976,0,1.139286932,1.393665075,1.969509871,2.174612554,2.180654655,0,2.251643487,2.2513287308,1.6918098627,1.6821489186,0.7146482656,0,0.8777420085,0.7175325105,0.5077405372,0.4598520312,0.4585778852,1.3968276521,0.8637666826,1.40131289,0.5396983392,14,0.10287102,0.11286197,1.0971211329,252.8443,1760.371,867.3109,156548.1487,0.5655,2.5234,1.44225556,0.05560786,-0.7831837,-0.2282293,1.3348,1.3348,1.3348,1.3348,1.5095,1.5095,1.5095,1.5095,1.267816667,0.170859651,0.409923477,-0.924064128,12,0,36,0,12,12,60,0.166666667,0,0.5,0,0.166666667,0.166666667,0.833333333,1.0279,1.0279,1.0279,1.0279,1.5545,1.5545,1.5545,1.5545
C50-C1-236,C,C1,-0.72,-23.66,-22.94,50,1215.7,382.9,-0.222482703,0.5181406458,1,1,-8.341856068,27.346,-0.4919,2.1362,0.504694827,0.73950309,0.838015511,1.016217628,1.109977923,1.320721116,0.348434743,0.714031525,1.778351292,1.932503109,2.120426267,2.220733911,1.9813953829,1.3522593935,1.1932953351,0.9840411861,0.9009188194,0.7571621199,2.8699778656,1.4004983884,0.562318595,0.5174635918,0.4716032882,0.450301585,1.1266401849,0.8909455158,1.3673629068,0.9116339327,15,0.11074156,0.11904609,1.0749901844,212.7623,1656.078,884.4254,152009.664,0.244,1.8895,1.435292,0.03800387,-0.3498889,-0.5087444,1.3485,1.3512,1.3569,1.3641,1.4911,1.4913,1.4992,1.5061,1.263648,0.116907822,0.1109855,-0.48002235,7,16,24,17,8,3,68,0.093333333,0.213333333,0.32,0.226666667,0.106666667,0.04,0.906666667,1.0266,1.0413,1.0591,1.0669,1.4904,1.5005,1.5055,1.5363
C50-C1-268,C,C1,13,-28.9,-41.9,50,1551.2,679.7,-0.2492697522,0.486707237,1,1,-8.124878829,27.2214,-0.4969,2.1304,0.398225895,0.5665808,0.738143471,0.883100038,0.932051604,1.011065787,0.458167634,0.663862049,1.626113277,1.826002793,2.130143469,2.300454614,2.5111375542,1.7649733277,1.3547501797,1.1323745408,1.0729019678,0.9890553244,2.1826072507,1.5063370493,0.614963308,0.5476442883,0.4694519475,0.4346966873,0.9277075582,0.8023873913,0.8788368437,0.7442901508,15,0.11376236,0.11969058,1.0521105575,210.9863,1618.44,893.2721,152433.5776,0.1627,1.7412,1.43286933,0.03178483,-0.2028359,-0.8609942,1.3634,1.3705,1.3711,1.3749,1.478,1.4802,1.4873,1.4919,1.264976,0.110963746,0.29249135,-0.790394894,3,23,22,17,10,0,72,0.04,0.306666667,0.293333333,0.226666667,0.133333333,0,0.96,1.0381,1.0806,1.0839,1.1179,1.4752,1.4807,1.4835,1.494
C50-C2-265,C,C2,14,-38.3,-52.3,50,1543.5,722.4,-0.2462580874,0.6196251158,1,1,-8.144422723,27.2172,-0.4971,2.1312,0.381111207,0.593988746,0.885382946,0.962771206,0.968793003,1.005681498,0.204402075,0.786500526,1.406002674,1.873308133,2.029477402,2.049100133,2.6239060454,1.6835335799,1.1294547794,1.0386683708,1.0322122444,0.9943505991,4.8923182409,1.2714549666,0.7112362007,0.5338150101,0.4927376866,0.4880190987,0.9061983183,0.7596540179,1.0789790258,0.6627342113,15,0.11401729,0.11976444,1.0504059516,263.4186,1576.549,898.1183,148065.8462,0.1727,1.721,1.43259333,0.03075278,-0.2228686,-1.050543,1.3718,1.3718,1.381,1.381,1.4828,1.4828,1.4855,1.4855,1.264105333,0.108215298,0.405809138,-1.035397197,2,26,20,15,12,0,73,0.026666667,0.346666667,0.266666667,0.2,0.16,0,0.973333333,1.0798,1.0798,1.1358,1.1358,1.4531,1.4531,1.4784,1.4784
C50-Cs-262,C,Cs,8.9,-18.6,-27.5,50,1494.1,555.2,-0.2534272388,0.4106673472,1,1,-8.126775282,27.2188,-0.4943,2.1282,0.373681435,0.538802961,0.652046273,0.781589757,0.875841073,1.074737823,0.668751205,1.272783719,1.282563391,1.943034652,2.339444218,2.378636635,2.6760762145,1.855966044,1.533633488,1.2794435841,1.1417596535,0.9304594838,1.4953244084,0.7856794403,0.7796885573,0.5146588605,0.427451953,0.4204088953,1.0765636628,0.9140743084,0.817026035,0.5470508241,15,0.11430375,0.11969505,1.0471664315,245.8271,1616.698,898.1106,148880.5706,0.1815,1.7436,1.43280933,0.03180362,-0.213507,-1.2532062,1.3583,1.3806,1.3806,1.3832,1.4716,1.474,1.474,1.4851,1.267057333,0.121848329,0.368274723,-1.068820211,6,23,16,16,13,1,69,0.08,0.306666667,0.213333333,0.213333333,0.173333333,0.013333333,0.92,1.0812,1.0812,1.0887,1.0887,1.4626,1.4922,1.4922,1.5261
C50-D3-270,D,D3,42.7,-48.4,-91.1,50,2230.3,1345.7,-0.3195704528,0.6249705766,2,1,-7.725364112,27.1357,-0.5005,2.125,0,0.195557561,0.447788133,0.450195993,0.569046515,0.606659891,0.343394291,0.344948085,1.46147803,1.462205275,1.635986923,1.920650812,0,5.1135839233,2.2331989758,2.2212547769,1.7573255852,1.6483700585,2.912104325,2.8989869592,0.6842388182,0.6838985039,0.6112518297,0.5206568491,0.7415660054,0.6488208235,0.5920332603,0.5914891507,15,0.11513615,0.11993606,1.0416889917,232.6546,1565.333,895.341,152622.9121,0.1412,1.707,1.43164933,0.02823698,-0.1218763,-0.955287,1.3764,1.3765,1.3767,1.3851,1.475,1.4751,1.4751,1.4752,1.265106667,0.100218606,0.607342171,-0.237679816,0,24,30,12,6,3,75,0,0.32,0.4,0.16,0.08,0.04,1,1.1347,1.1348,1.1349,1.1349,1.4287,1.5177,1.5178,1.5182
C50-D5h-271,D,D5h,5.76,-12.6,-18.36,50,1193.9,454.8,-0.2367237031,0.3749922426,1,1,-8.139995252,27.1388,-0.4988,2.1273,0.608761973,0.609928139,0.927267141,0.928544623,0.957663118,0.958117446,1.104124211,1.105234026,1.552256476,1.553373166,2.431997112,2.653614537,1.6426781638,1.6395374079,1.0784378695,1.0769541659,1.0442085335,1.0437133821,0.9056952017,0.9047857526,0.6442234357,0.6437603159,0.4111846988,0.3768444836,0.9402367002,0.9392068861,0.6414680027,0.6410116596,15,0.11566688,0.11994368,1.0369751479,263.3002,1574.665,899.4461,149326.2764,0.1709,1.7131,1.43194533,0.03012815,-0.7436687,-1.3950434,1.3828,1.3828,1.3829,1.3829,1.4534,1.4534,1.4535,1.4535,1.265264,0.117690489,0.682038312,-1.463584856,0,50,0,0,25,0,75,0,0.666666667,0,0,0.333333333,0,1,1.1636,1.1636,1.1636,1.1636,1.4442,1.4442,1.4443,1.4443
C52-C1-436,C,C1,-11.8,-24.1,-12.3,52,1242,433.3,-0.2049538586,0.4823870294,1,1,-8.407607284,27.166,-0.4944,2.1253,0.809010989,1.107531993,1.156677156,1.188422942,1.213328183,1.240574894,0.478777319,0.789446495,1.430367854,1.623625087,1.959852261,2.203594544,1.236077153,0.9029084544,0.8645454739,0.8414512752,0.8241793226,0.8060778957,2.0886536607,1.2667102917,0.6991208571,0.6159057334,0.5102425422,0.4538039916,0.8049514243,0.6490000237,1.0963982759,0.8178310092,16,0.12527036,0.12747765,1.0176202096,241.4643,1590.441,899.9713,150092.0236,0.1692,1.7284,1.43201026,0.02946246,-0.2451963,-0.9470284,1.3675,1.3735,1.3782,1.3806,1.4754,1.4768,1.477,1.4803,1.265242308,0.101314622,0.288550343,-0.517390123,3,20,26,21,7,1,75,0.038461538,0.256410256,0.333333333,0.269230769,0.08974359,0.012820513,0.961538462,1.0718,1.0726,1.0931,1.1154,1.4602,1.4663,1.4884,1.5108
