Name,Symmetry (generic),Symmetry (specific),HOMO ren (output),LUMO ren (output),Gap ren (output),Nat,Gap_B3LYP,Gap_PBE,avgoccupied(eV-1),avgempty(eV-1),deg HOMO,deg LUMO,ElecEigvalMean,ElecEigvalVariance,ElecEigvalSkewness,ElecEigvalKurtosis,HOMO-(HOMO-1),HOMO-(HOMO-2),HOMO-(HOMO-3),HOMO-(HOMO-4),HOMO-(HOMO-5),HOMO-(HOMO-6),(LUMO+1)-LUMO,(LUMO+2)-LUMO,(LUMO+3)-LUMO,(LUMO+4)-LUMO,(LUMO+5)-LUMO,(LUMO+6)-LUMO,inv(HOMO-(HOMO-1)),inv(HOMO-(HOMO-2)),inv(HOMO-(HOMO-3)),inv(HOMO-(HOMO-4)),inv(HOMO-(HOMO-5)),inv(HOMO-(HOMO-6)),inv((LUMO+1)-LUMO),inv((LUMO+2)-LUMO),inv((LUMO+3)-LUMO),inv((LUMO+4)-LUMO),inv((LUMO+5)-LUMO),inv((LUMO+6)-LUMO),inv(LUMO-(HOMO-1)),inv(LUMO-(HOMO-2)),inv((LUMO+1)-HOMO),inv((LUMO+2)-HOMO),num hexagons,Volume,Area,Area/volume ratio,1stPhFreq,LastPhFreq,PhFreqMean,PhFreqVariance,PhFreqSkewness,PhFreqKurtosis,bond_length_angstrom_average,bond_length_angstrom_standard_deviation,bond_length_skewness,bond_length_excess_Kurtosis,bond_length_1st_lowest_value,bond_length_2nd_lowest_value,bond_length_3rd_lowest_value,bond_length_4th_lowest_value,bond_length_4th_highest_value,bond_length_3rd_highest_value,bond_length_2nd_highest_value,bond_length_1st_highest_value,Mayer_bond_order_average,Mayer_bond_order_standard_deviation,Mayer_bond_order_skewness,Mayer_bond_order_excess_Kurtosis,Mayer_bond_order_1st_lowest_value,Mayer_bond_order_2nd_lowest_value,Mayer_bond_order_3rd_lowest_value,Mayer_bond_order_4th_lowest_value,Mayer_bond_order_4th_highest_value,Mayer_bond_order_3rd_highest_value,Mayer_bond_order_2nd_highest_value,Mayer_bond_order_1st_highest_value,average_GJ_bond_order,standard_deviation_GJ_bond_order,skewness_GJ_bond_order,excess_Kurtosis_GJ_bond_order,GJ_Nbond_with_order_till_1p1_eq_nonhybridized,GJ_Nbond_with_order_till_1p2,GJ_Nbond_with_order_till_1p3,GJ_Nbond_with_order_till_1p4,GJ_Nbond_with_order_till_1p5,GJ_Nbond_with_order_over_1p5,GJ_Nbond_hybridized,GJ_ratio_bonds_with_order_till_1p1_eq_nonhybridized,GJ_ratio_bonds_with_order_till_1p2,GJ_ratio_bonds_with_order_till_1p3,GJ_ratio_bonds_with_order_till_1p4,GJ_ratio_bonds_with_order_till_1p5,GJ_ratio_bonds_with_order_over_1p5,GJ_ratio_bonds_hybridized,1st_lowest_value_GJ_bond_order,2nd_lowest_value_GJ_bond_order,3rd_lowest_value_GJ_bond_order,4th_lowest_value_GJ_bond_order,4th_highest_value_GJ_bond_order,3rd_highest_value_GJ_bond_order,2nd_highest_value_GJ_bond_order,1st_highest_value_GJ_bond_order,bond_length_1st_highest_value,average_NM1_bond_order,standard_deviation_NM1_bond_order,skewness_NM1_bond_order,excess_Kurtosis_NM1_bond_order,NM1_Nbond_with_order_till_1p1_eq_nonhybridized,NM1_Nbond_with_order_till_1p2,NM1_Nbond_with_order_till_1p3,NM1_Nbond_with_order_till_1p4,NM1_Nbond_with_order_till_1p5,NM1_Nbond_with_order_over_1p5,NM1_Nbond_hybridized,NM1_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM1_ratio_bonds_with_order_till_1p2,NM1_ratio_bonds_with_order_till_1p3,NM1_ratio_bonds_with_order_till_1p4,NM1_ratio_bonds_with_order_till_1p5,NM1_ratio_bonds_with_order_over_1p5,NM1_ratio_bonds_hybridized,1st_lowest_value_NM1_bond_order,2nd_lowest_value_NM1_bond_order,3rd_lowest_value_NM1_bond_order,4th_lowest_value_NM1_bond_order,4th_highest_value_NM1_bond_order,3rd_highest_value_NM1_bond_order,2nd_highest_value_NM1_bond_order,1st_highest_value_NM1_bond_order,bond_length_1st_highest_value,average_NM2_bond_order,standard_deviation_NM2_bond_order,skewness_NM2_bond_order,excess_Kurtosis_NM2_bond_order,NM2_Nbond_with_order_till_1p1_eq_nonhybridized,NM2_Nbond_with_order_till_1p2,NM2_Nbond_with_order_till_1p3,NM2_Nbond_with_order_till_1p4,NM2_Nbond_with_order_till_1p5,NM2_Nbond_with_order_over_1p5,NM2_Nbond_hybridized,NM2_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM2_ratio_bonds_with_order_till_1p2,NM2_ratio_bonds_with_order_till_1p3,NM2_ratio_bonds_with_order_till_1p4,NM2_ratio_bonds_with_order_till_1p5,NM2_ratio_bonds_with_order_over_1p5,NM2_ratio_bonds_hybridized,1st_lowest_value_NM2_bond_order,2nd_lowest_value_NM2_bond_order,3rd_lowest_value_NM2_bond_order,4th_lowest_value_NM2_bond_order,4th_highest_value_NM2_bond_order,3rd_highest_value_NM2_bond_order,2nd_highest_value_NM2_bond_order,1st_highest_value_NM2_bond_order,average_NM3_bond_order,standard_deviation_NM3_bond_order,skewness_NM3_bond_order,excess_Kurtosis_NM3_bond_order,Nbond_with_order_till_1p1_eq_nonhybridized,NM3_Nbond_with_order_till_1p2,NM3_Nbond_with_order_till_1p3,NM3_Nbond_with_order_till_1p4,NM3_Nbond_with_order_till_1p5,NM3_Nbond_with_order_over_1p5,NM3_Nbond_hybridized,NM3_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM3_ratio_bonds_with_order_till_1p2,NM3_ratio_bonds_with_order_till_1p3,NM3_ratio_bonds_with_order_till_1p4,NM3_ratio_bonds_with_order_till_1p5,NM3_ratio_bonds_with_order_over_1p5,NM3_ratio_bonds_hybridized,1st_lowest_value_NM3_bond_order,2nd_lowest_value_NM3_bond_order,3rd_lowest_value_NM3_bond_order,4th_lowest_value_NM3_bond_order,4th_highest_value_NM3_bond_order,3rd_highest_value_NM3_bond_order,2nd_highest_value_NM3_bond_order,1st_highest_value_NM3_bond_order
C50-C1-268,C,C1,13,-28.9,-41.9,50,1551.2,679.7,-0.2492697522,0.486707237,1,1,-8.124878829,27.2214,-0.4969,2.1304,0.398225895,0.5665808,0.738143471,0.883100038,0.932051604,1.011065787,0.458167634,0.663862049,1.626113277,1.826002793,2.130143469,2.300454614,2.5111375542,1.7649733277,1.3547501797,1.1323745408,1.0729019678,0.9890553244,2.1826072507,1.5063370493,0.614963308,0.5476442883,0.4694519475,0.4346966873,0.9277075582,0.8023873913,0.8788368437,0.7442901508,15,0.11376236,0.11969058,1.0521105575,210.9863,1618.44,893.2721,152433.5776,0.1627,1.7412,1.43286933,0.03178483,-0.2028359,-0.8609942,1.3634,1.3705,1.3711,1.3749,1.478,1.4802,1.4873,1.4919,1.226584,0.0988580006,0.4299324669,-0.8333813722,1.0501,1.0796,1.0808,1.0933,1.4148,1.4246,1.4278,1.4352,1.2278293333,0.1075701492,0.3620310504,-0.756946194,6,26,22,15,6,0,69,0.08,0.3466666667,0.2933333333,0.2,0.08,0,0.92,1.0151,1.0576,1.058,1.0912,1.4334,1.4414,1.4439,1.4519,1.4919,1.2649746667,0.1109309143,0.3319982166,-0.76855995,3,23,21,18,10,0,72,0.04,0.3066666667,0.28,0.24,0.1333333333,0,0.96,1.0423,1.0849,1.0872,1.1212,1.4775,1.483,1.4847,1.4956,1.4919,1.26494,0.110930026,0.3313387987,-0.7673668607,3,23,22,17,10,0,72,0.04,0.3066666667,0.2933333333,0.2266666667,0.1333333333,0,0.96,1.042,1.0846,1.087,1.1211,1.4774,1.4831,1.4847,1.4956,1.264976,0.110963746,0.29249135,-0.790394894,3,23,22,17,10,0,72,0.04,0.306666667,0.293333333,0.226666667,0.133333333,0,0.96,1.0381,1.0806,1.0839,1.1179,1.4752,1.4807,1.4835,1.494
C50-C2-265,C,C2,14,-38.3,-52.3,50,1543.5,722.4,-0.2462580874,0.6196251158,1,1,-8.144422723,27.2172,-0.4971,2.1312,0.381111207,0.593988746,0.885382946,0.962771206,0.968793003,1.005681498,0.204402075,0.786500526,1.406002674,1.873308133,2.029477402,2.049100133,2.6239060454,1.6835335799,1.1294547794,1.0386683708,1.0322122444,0.9943505991,4.8923182409,1.2714549666,0.7112362007,0.5338150101,0.4927376866,0.4880190987,0.9061983183,0.7596540179,1.0789790258,0.6627342113,15,0.11401729,0.11976444,1.0504059516,263.4186,1576.549,898.1183,148065.8462,0.1727,1.721,1.43259333,0.03075278,-0.2228686,-1.050543,1.3718,1.3718,1.381,1.381,1.4828,1.4828,1.4855,1.4855,1.2255533333,0.0962970825,0.5105594902,-1.0515800429,1.0805,1.0805,1.1176,1.1176,1.3959,1.3959,1.4215,1.4215,1.2268986667,0.1047154513,0.4647012764,-1.0005137637,2,34,19,12,8,0,73,0.0266666667,0.4533333333,0.2533333333,0.16,0.1066666667,0,0.9733333333,1.0529,1.0529,1.1047,1.1047,1.4127,1.4127,1.4382,1.4382,1.4855,1.2640906667,0.1080976067,0.4387594212,-1.0145730986,2,24,22,15,12,0,73,0.0266666667,0.32,0.2933333333,0.2,0.16,0,0.9733333333,1.083,1.083,1.1354,1.1354,1.4568,1.4568,1.48,1.48,1.4855,1.26406,0.1080897849,0.4387081477,-1.0134465191,2,24,22,15,12,0,73,0.0266666667,0.32,0.2933333333,0.2,0.16,0,0.9733333333,1.0828,1.0828,1.1354,1.1354,1.4567,1.4567,1.4801,1.4801,1.264105333,0.108215298,0.405809138,-1.035397197,2,26,20,15,12,0,73,0.026666667,0.346666667,0.266666667,0.2,0.16,0,0.973333333,1.0798,1.0798,1.1358,1.1358,1.4531,1.4531,1.4784,1.4784
C50-Cs-262,C,Cs,8.9,-18.6,-27.5,50,1494.1,555.2,-0.2534272388,0.4106673472,1,1,-8.126775282,27.2188,-0.4943,2.1282,0.373681435,0.538802961,0.652046273,0.781589757,0.875841073,1.074737823,0.668751205,1.272783719,1.282563391,1.943034652,2.339444218,2.378636635,2.6760762145,1.855966044,1.533633488,1.2794435841,1.1417596535,0.9304594838,1.4953244084,0.7856794403,0.7796885573,0.5146588605,0.427451953,0.4204088953,1.0765636628,0.9140743084,0.817026035,0.5470508241,15,0.11430375,0.11969505,1.0471664315,245.8271,1616.698,898.1106,148880.5706,0.1815,1.7436,1.43280933,0.03180362,-0.213507,-1.2532062,1.3583,1.3806,1.3806,1.3832,1.4716,1.474,1.474,1.4851,1.229172,0.1127705961,0.4620111606,-1.0713380719,1.0637,1.0637,1.0805,1.0805,1.4112,1.4441,1.4441,1.4669,1.2297373333,0.1181402644,0.4132821721,-1.0494120462,6,31,15,12,11,0,69,0.08,0.4133333333,0.2,0.16,0.1466666667,0,0.92,1.0562,1.0562,1.0606,1.0606,1.4183,1.4525,1.4525,1.4825,1.4851,1.2670533333,0.1217965455,0.3864225854,-1.057450628,6,25,14,16,13,1,69,0.08,0.3333333333,0.1866666667,0.2133333333,0.1733333333,0.0133333333,0.92,1.0845,1.0845,1.0898,1.0898,1.4621,1.4947,1.4947,1.5279,1.4851,1.2670573333,0.1217993707,0.3860849786,-1.0575483397,6,25,14,16,13,1,69,0.08,0.3333333333,0.1866666667,0.2133333333,0.1733333333,0.0133333333,0.92,1.0843,1.0843,1.0898,1.0898,1.4621,1.4946,1.4946,1.5279,1.267057333,0.121848329,0.368274723,-1.068820211,6,23,16,16,13,1,69,0.08,0.306666667,0.213333333,0.213333333,0.173333333,0.013333333,0.92,1.0812,1.0812,1.0887,1.0887,1.4626,1.4922,1.4922,1.5261
C50-D3-270,D,D3,42.7,-48.4,-91.1,50,2230.3,1345.7,-0.3195704528,0.6249705766,2,1,-7.725364112,27.1357,-0.5005,2.125,0,0.195557561,0.447788133,0.450195993,0.569046515,0.606659891,0.343394291,0.344948085,1.46147803,1.462205275,1.635986923,1.920650812,0,5.1135839233,2.2331989758,2.2212547769,1.7573255852,1.6483700585,2.912104325,2.8989869592,0.6842388182,0.6838985039,0.6112518297,0.5206568491,0.7415660054,0.6488208235,0.5920332603,0.5914891507,15,0.11513615,0.11993606,1.0416889917,232.6546,1565.333,895.341,152622.9121,0.1412,1.707,1.43164933,0.02823698,-0.1218763,-0.955287,1.3764,1.3765,1.3767,1.3851,1.475,1.4751,1.4751,1.4752,1.226664,0.089641237,0.6764703058,-0.0261704107,1.1136,1.1137,1.1138,1.1138,1.371,1.4611,1.4612,1.4618,1.2273666667,0.0969527862,0.6724311687,-0.0802270442,0,30,30,12,3,0,75,0,0.4,0.4,0.16,0.04,0,1,1.1011,1.1013,1.1014,1.1014,1.3864,1.4782,1.4783,1.4785,1.4752,1.2650853333,0.1000665548,0.6410025877,-0.1721638908,0,30,24,12,6,3,75,0,0.4,0.32,0.16,0.08,0.04,1,1.1352,1.1353,1.1354,1.1355,1.4298,1.5198,1.5199,1.5202,1.4752,1.2651346667,0.1000842878,0.6396362032,-0.1757448285,0,30,24,12,6,3,75,0,0.4,0.32,0.16,0.08,0.04,1,1.1352,1.1353,1.1354,1.1355,1.4298,1.5197,1.5199,1.5202,1.265106667,0.100218606,0.607342171,-0.237679816,0,24,30,12,6,3,75,0,0.32,0.4,0.16,0.08,0.04,1,1.1347,1.1348,1.1349,1.1349,1.4287,1.5177,1.5178,1.5182
C50-D5h-271,D,D5h,5.76,-12.6,-18.36,50,1193.9,454.8,-0.2367237031,0.3749922426,1,1,-8.139995252,27.1388,-0.4988,2.1273,0.608761973,0.609928139,0.927267141,0.928544623,0.957663118,0.958117446,1.104124211,1.105234026,1.552256476,1.553373166,2.431997112,2.653614537,1.6426781638,1.6395374079,1.0784378695,1.0769541659,1.0442085335,1.0437133821,0.9056952017,0.9047857526,0.6442234357,0.6437603159,0.4111846988,0.3768444836,0.9402367002,0.9392068861,0.6414680027,0.6410116596,15,0.11566688,0.11994368,1.0369751479,263.3002,1574.665,899.4461,149326.2764,0.1709,1.7131,1.43194533,0.03012815,-0.7436687,-1.3950434,1.3828,1.3828,1.3829,1.3829,1.4534,1.4534,1.4535,1.4535,1.2269453333,0.1074413245,0.6859595994,-1.4883163674,1.1368,1.1368,1.1368,1.1368,1.3846,1.3846,1.3846,1.3846,1.2276773333,0.1139752752,0.6936172052,-1.4647276969,0,50,0,15,10,0,75,0,0.6666666667,0,0.2,0.1333333333,0,1,1.1321,1.1321,1.1322,1.1322,1.4027,1.4027,1.4027,1.4027,1.4535,1.2652613333,0.1176617762,0.6896717772,-1.4564995009,0,50,0,0,25,0,75,0,0.6666666667,0,0,0.3333333333,0,1,1.1648,1.1648,1.1648,1.1648,1.4466,1.4466,1.4466,1.4466,1.4535,1.2652613333,0.1176363265,0.6894236421,-1.4566116547,0,50,0,0,25,0,75,0,0.6666666667,0,0,0.3333333333,0,1,1.1648,1.1648,1.1648,1.1648,1.4465,1.4465,1.4466,1.4466,1.265264,0.117690489,0.682038312,-1.463584856,0,50,0,0,25,0,75,0,0.666666667,0,0,0.333333333,0,1,1.1636,1.1636,1.1636,1.1636,1.4442,1.4442,1.4443,1.4443
C52-C1-436,C,C1,-11.8,-24.1,-12.3,52,1242,433.3,-0.2049538586,0.4823870294,1,1,-8.407607284,27.166,-0.4944,2.1253,0.809010989,1.107531993,1.156677156,1.188422942,1.213328183,1.240574894,0.478777319,0.789446495,1.430367854,1.623625087,1.959852261,2.203594544,1.236077153,0.9029084544,0.8645454739,0.8414512752,0.8241793226,0.8060778957,2.0886536607,1.2667102917,0.6991208571,0.6159057334,0.5102425422,0.4538039916,0.8049514243,0.6490000237,1.0963982759,0.8178310092,16,0.12527036,0.12747765,1.0176202096,241.4643,1590.441,899.9713,150092.0236,0.1692,1.7284,1.43201026,0.02946246,-0.2451963,-0.9470284,1.3675,1.3735,1.3782,1.3806,1.4754,1.4768,1.477,1.4803,1.2269820513,0.0912112703,0.4021675496,-0.4717484446,1.064,1.0722,1.0805,1.0963,1.4045,1.4108,1.4388,1.4528,1.2274410256,0.0980694684,0.3485941353,-0.4538645673,6,25,29,13,5,0,72,0.0769230769,0.3205128205,0.3717948718,0.1666666667,0.0641025641,0,0.9230769231,1.0449,1.0461,1.0634,1.09,1.4212,1.4274,1.4468,1.4705,1.4803,1.2652282051,0.1012391037,0.3303734115,-0.4689824773,3,20,26,22,6,1,75,0.0384615385,0.2564102564,0.3333333333,0.2820512821,0.0769230769,0.0128205128,0.9615384615,1.0746,1.0746,1.0937,1.1216,1.4643,1.4708,1.4903,1.514,1.4803,1.2652333333,0.1012310972,0.3312062723,-0.4704819212,3,20,26,22,6,1,75,0.0384615385,0.2564102564,0.3333333333,0.2820512821,0.0769230769,0.0128205128,0.9615384615,1.0745,1.0754,1.0937,1.121,1.4643,1.4708,1.4903,1.5139,1.265242308,0.101314622,0.288550343,-0.517390123,3,20,26,21,7,1,75,0.038461538,0.256410256,0.333333333,0.269230769,0.08974359,0.012820513,0.961538462,1.0718,1.0726,1.0931,1.1154,1.4602,1.4663,1.4884,1.5108
C52-C2-417,C,C2 ,39.44,-5.358,-44.798,52,1062.3,327.3,-0.3263545252,0.4179024255,1,1,-8.19615198,27.2861,-0.4876,2.1323,0.10685203,0.263716506,0.758830023,0.895195687,0.955602574,1.139151097,0.612174896,0.846159815,2.048598076,2.184405951,2.369663202,2.45409538,9.3587365631,3.7919507397,1.3178181802,1.1170741934,1.0464601365,0.8778466725,1.6335201044,1.1818098452,0.4881386992,0.4577903661,0.4220008983,0.4074821248,2.3033406063,1.6920001216,1.0644243973,0.8521808648,16,0.12286805,0.12720208,1.0352738568,224.8228,1562.634,893.7663,147562.5494,0.146,1.7042,1.43281923,0.02854602,0.12150745,-0.726542,1.379,1.379,1.384,1.384,1.489,1.489,1.49,1.49,1.2249307692,0.0959316762,0.3397778614,-1.002422224,1.0909,1.0909,1.0918,1.0919,1.3958,1.3958,1.4138,1.4138,1.2257346154,0.1007880943,0.2714053318,-1.0213076309,11,20,26,17,4,0,67,0.141025641,0.2564102564,0.3333333333,0.2179487179,0.0512820513,0,0.858974359,1.0765,1.0765,1.0793,1.0815,1.412,1.412,1.4187,1.4187,1.49,1.2628320513,0.1040621393,0.2410766322,-1.020629712,0,23,26,19,10,0,78,0,0.2948717949,0.3333333333,0.2435897436,0.1282051282,0,1,1.1062,1.1062,1.1112,1.1127,1.4559,1.4559,1.4591,1.4591,1.49,1.26285,0.1040685742,0.2414447809,-1.021277586,0,23,26,19,10,0,78,0,0.2948717949,0.3333333333,0.2435897436,0.1282051282,0,1,1.1062,1.1062,1.1112,1.1129,1.4559,1.4559,1.4591,1.4591,1.26284359,0.10412052,0.216819521,-1.032089128,0,25,24,19,10,0,78,0,0.320512821,0.307692308,0.243589744,0.128205128,0,1,1.1052,1.1052,1.1106,1.1111,1.4552,1.4552,1.4571,1.4571
C52-Cs-410,C,Cs,36.04,-4.963,-41.003,52,1302.2,443.3,-0.3183239321,0.4014341082,1,1,-8.080348583,27.279,-0.4904,2.1315,0.136240686,0.303408722,0.564233261,0.656420087,0.843633216,0.996553409,0.656633328,1.378923171,1.435447151,2.183451619,2.394205202,2.477980722,7.3399512977,3.2958841572,1.7723166448,1.5234146849,1.1853492502,1.0034585111,1.5229199575,0.7252035654,0.6966470339,0.4579904548,0.417675143,0.4035543905,1.7255043937,1.3392102845,0.9091460133,0.5487802021,16,0.12175536,0.12714881,1.0442974338,235.6926,1606.659,894.109,149647.611,0.1809,1.7553,1.43308974,0.03158425,-0.248153,-0.5045217,1.3711,1.3711,1.3767,1.3767,1.4746,1.4829,1.4829,1.5149,1.2258179487,0.0904223775,0.2939808054,-0.6802093664,1.0241,1.0771,1.0771,1.0941,1.3715,1.3959,1.4242,1.4242,1.2268820513,0.1000548218,0.1903210989,-0.6195139352,7,34,17,17,3,0,71,0.0897435897,0.4358974359,0.2179487179,0.2179487179,0.0384615385,0,0.9102564103,0.9871,1.0599,1.0599,1.0628,1.3925,1.4139,1.4374,1.4374,1.5149,1.2641474359,0.1032725281,0.1498063213,-0.5906414047,5,12,35,15,11,0,73,0.0641025641,0.1538461538,0.4487179487,0.1923076923,0.141025641,0,0.9358974359,1.0105,1.0893,1.0893,1.0928,1.4325,1.4546,1.479,1.479,1.5149,1.2641166667,0.1033368743,0.1498155144,-0.5845645119,5,12,35,15,11,0,73,0.0641025641,0.1538461538,0.4487179487,0.1923076923,0.141025641,0,0.9358974359,1.0089,1.0898,1.0898,1.0933,1.4325,1.4545,1.4793,1.4793,1.26415641,0.1034095,0.099760056,-0.559192019,5,14,31,17,11,0,73,0.064102564,0.179487179,0.397435897,0.217948718,0.141025641,0,0.935897436,1.0016,1.0873,1.0873,1.0917,1.4283,1.4517,1.4765,1.4765
C52-D2-428,D,D2 ,-7.8,-47.9,-40.1,52,1115.8,354.4,-0.2093289312,0.7004955121,1,1,-8.471614312,27.3236,-0.4876,2.1336,0.623305933,0.776262744,0.872367512,1.145984867,1.268581377,1.547224438,0.158990553,0.794285818,1.315721885,1.742033961,2.04888583,2.208411856,1.6043485984,1.2882236172,1.1463058702,0.8726118719,0.7882821064,0.6463186435,6.2896818781,1.2589926414,0.7600390412,0.5740416217,0.488070143,0.4528140878,1.0228024258,0.8844370307,1.947834829,0.8705600647,16,0.11981774,0.12687735,1.0589195723,233.2196,1577.963,892.3379,148351.3859,0.1767,1.7691,1.43356923,0.03092619,-0.3435351,-0.9214415,1.3776,1.3776,1.3776,1.3776,1.4809,1.4809,1.4809,1.4809,1.225574359,0.0959079466,0.3699702385,-0.9756079299,1.0747,1.0747,1.0747,1.0747,1.4009,1.4009,1.4009,1.4009,1.2268615385,0.1024496014,0.3197290288,-0.8727477689,12,28,18,12,8,0,66,0.1538461538,0.358974359,0.2307692308,0.1538461538,0.1025641026,0,0.8461538462,1.0651,1.0651,1.0651,1.0651,1.4112,1.4112,1.4112,1.4112,1.4809,1.2635666667,0.1057100202,0.2951355282,-0.8581428856,4,12,34,16,12,0,74,0.0512820513,0.1538461538,0.4358974359,0.2051282051,0.1538461538,0,0.9487179487,1.0939,1.0939,1.0939,1.0939,1.4536,1.4536,1.4536,1.4536,1.4809,1.2635461538,0.105693463,0.2954393088,-0.8576240143,4,12,34,16,12,0,74,0.0512820513,0.1538461538,0.4358974359,0.2051282051,0.1538461538,0,0.9487179487,1.0939,1.0939,1.0939,1.0939,1.4536,1.4536,1.4536,1.4536,1.263558974,0.105829882,0.277052805,-0.856854462,4,12,34,16,12,0,74,0.051282051,0.153846154,0.435897436,0.205128205,0.153846154,0,0.948717949,1.092,1.092,1.092,1.092,1.4544,1.4544,1.4544,1.4544
C52-D2d-435,D,D2d,-16.3,-29.3,-13,52,1080.2,379.3,-0.1990624503,0.4936794496,1,2,-8.555850468,27.3114,-0.4883,2.1347,0.68706889,1.074233908,1.248583074,1.249411146,1.253801958,1.326778108,0,0.307763715,1.361406898,1.599930396,2.037016191,2.04242464,1.4554581274,0.9308959553,0.8009078617,0.8003770442,0.7975741253,0.7537055322,0,3.2492459353,0.7345342538,0.6250271902,0.4909141147,0.489614148,0.9377617909,0.6879784465,2.6354398737,1.4554690899,16,0.12295287,0.1269635,1.0326192467,204.229,1556.725,893.5991,147744.9494,0.1214,1.7004,1.43252821,0.02392313,0.15738364,-0.9184531,1.3909,1.3909,1.3909,1.3909,1.4621,1.4621,1.4876,1.4876,1.2212,0.0471351902,-0.3691535894,-0.9517955778,1.1383,1.1383,1.1383,1.1383,1.2921,1.2921,1.2921,1.2921,1.2222282051,0.0576160944,-0.5176593329,-0.9130219204,0,30,48,0,0,0,78,0,0.3846153846,0.6153846154,0,0,0,1,1.1114,1.1114,1.1114,1.1114,1.2991,1.2991,1.2991,1.2991,1.4876,1.2593666667,0.059727176,-0.4813205766,-0.9860376885,0,12,38,28,0,0,78,0,0.1538461538,0.4871794872,0.358974359,0,0,1,1.1464,1.1464,1.1464,1.1464,1.3379,1.3379,1.3379,1.3379,1.4876,1.2594846154,0.0598016745,-0.48032653,-0.9935028457,0,12,38,28,0,0,78,0,0.1538461538,0.4871794872,0.358974359,0,0,1,1.1465,1.1465,1.1465,1.1465,1.3379,1.3379,1.3379,1.3379,1.259361538,0.059794252,-0.416842532,-1.100670212,0,20,30,28,0,0,78,0,0.256410256,0.384615385,0.358974359,0,0,1,1.1503,1.1503,1.1503,1.1503,1.3354,1.3354,1.3354,1.3354
C54-C1-577-NZ,C,C1,-6.1,-24.6,-18.5,54,1144,379.7,-0.2212107089,0.5194130177,1,1,-8.401768851,27.2091,-0.4896,2.1278,0.350172199,0.844145079,1.097512257,1.194989633,1.223476609,1.243672279,0.410159995,0.58924547,1.606357896,1.803084854,1.955493481,2.24508175,2.8557378423,1.1846304917,0.9111515554,0.8368273434,0.8173429656,0.8040703463,2.4380729769,1.6970855966,0.6225262767,0.5546050691,0.5113798689,0.4454180789,1.3701028774,0.8170968836,1.2660471556,1.0320498222,17,0.13030074,0.13210805,1.0138702973,241.7592,1627.163,895.0053,151447.9491,0.1781,1.7534,1.43263086,0.03110183,-0.1340623,-0.6664787,1.3651,1.3679,1.3697,1.3752,1.4883,1.4892,1.4897,1.4961,1.2260209877,0.0938045416,0.3838474065,-0.5787428436,1.0472,1.0759,1.0816,1.0881,1.3995,1.418,1.4216,1.4683,1.226608642,0.1004339931,0.343907353,-0.535789244,7,28,26,16,4,0,74,0.0864197531,0.3456790123,0.3209876543,0.1975308642,0.049382716,0,0.9135802469,1.022,1.0628,1.0678,1.0738,1.4157,1.4306,1.4353,1.4868,1.4961,1.2641728395,0.1036499439,0.3083621863,-0.5486757973,3,20,30,18,9,1,78,0.037037037,0.2469135802,0.3703703704,0.2222222222,0.1111111111,0.012345679,0.962962963,1.0486,1.0923,1.097,1.1052,1.462,1.4704,1.4785,1.5295,1.4961,1.2641790123,0.1036382511,0.3079289288,-0.5483199522,3,20,30,18,9,1,78,0.037037037,0.2469135802,0.3703703704,0.2222222222,0.1111111111,0.012345679,0.962962963,1.0485,1.0922,1.0971,1.1053,1.462,1.4705,1.4784,1.5294,1.264179012,0.103691026,0.266617556,-0.575997728,3,22,28,19,8,1,78,0.037037037,0.271604938,0.345679012,0.234567901,0.098765432,0.012345679,0.962962963,1.0446,1.0894,1.0958,1.1046,1.4575,1.4687,1.4746,1.5261
