Name,Symmetry (generic),Symmetry (specific),HOMO ren (output),LUMO ren (output),Gap ren (output),Nat,Gap_B3LYP,Gap_PBE,avgoccupied(eV-1),avgempty(eV-1),deg HOMO,deg LUMO,ElecEigvalMean,ElecEigvalVariance,ElecEigvalSkewness,ElecEigvalKurtosis,HOMO-(HOMO-1),HOMO-(HOMO-2),HOMO-(HOMO-3),HOMO-(HOMO-4),HOMO-(HOMO-5),HOMO-(HOMO-6),(LUMO+1)-LUMO,(LUMO+2)-LUMO,(LUMO+3)-LUMO,(LUMO+4)-LUMO,(LUMO+5)-LUMO,(LUMO+6)-LUMO,inv(HOMO-(HOMO-1)),inv(HOMO-(HOMO-2)),inv(HOMO-(HOMO-3)),inv(HOMO-(HOMO-4)),inv(HOMO-(HOMO-5)),inv(HOMO-(HOMO-6)),inv((LUMO+1)-LUMO),inv((LUMO+2)-LUMO),inv((LUMO+3)-LUMO),inv((LUMO+4)-LUMO),inv((LUMO+5)-LUMO),inv((LUMO+6)-LUMO),inv(LUMO-(HOMO-1)),inv(LUMO-(HOMO-2)),inv((LUMO+1)-HOMO),inv((LUMO+2)-HOMO),num hexagons,Volume,Area,Area/volume ratio,1stPhFreq,LastPhFreq,PhFreqMean,PhFreqVariance,PhFreqSkewness,PhFreqKurtosis,bond_length_angstrom_average,bond_length_angstrom_standard_deviation,bond_length_skewness,bond_length_excess_Kurtosis,bond_length_1st_lowest_value,bond_length_2nd_lowest_value,bond_length_3rd_lowest_value,bond_length_4th_lowest_value,bond_length_4th_highest_value,bond_length_3rd_highest_value,bond_length_2nd_highest_value,bond_length_1st_highest_value,Mayer_bond_order_average,Mayer_bond_order_standard_deviation,Mayer_bond_order_skewness,Mayer_bond_order_excess_Kurtosis,Mayer_bond_order_1st_lowest_value,Mayer_bond_order_2nd_lowest_value,Mayer_bond_order_3rd_lowest_value,Mayer_bond_order_4th_lowest_value,Mayer_bond_order_4th_highest_value,Mayer_bond_order_3rd_highest_value,Mayer_bond_order_2nd_highest_value,Mayer_bond_order_1st_highest_value,average_GJ_bond_order,standard_deviation_GJ_bond_order,skewness_GJ_bond_order,excess_Kurtosis_GJ_bond_order,GJ_Nbond_with_order_till_1p1_eq_nonhybridized,GJ_Nbond_with_order_till_1p2,GJ_Nbond_with_order_till_1p3,GJ_Nbond_with_order_till_1p4,GJ_Nbond_with_order_till_1p5,GJ_Nbond_with_order_over_1p5,GJ_Nbond_hybridized,GJ_ratio_bonds_with_order_till_1p1_eq_nonhybridized,GJ_ratio_bonds_with_order_till_1p2,GJ_ratio_bonds_with_order_till_1p3,GJ_ratio_bonds_with_order_till_1p4,GJ_ratio_bonds_with_order_till_1p5,GJ_ratio_bonds_with_order_over_1p5,GJ_ratio_bonds_hybridized,1st_lowest_value_GJ_bond_order,2nd_lowest_value_GJ_bond_order,3rd_lowest_value_GJ_bond_order,4th_lowest_value_GJ_bond_order,4th_highest_value_GJ_bond_order,3rd_highest_value_GJ_bond_order,2nd_highest_value_GJ_bond_order,1st_highest_value_GJ_bond_order,bond_length_1st_highest_value,average_NM1_bond_order,standard_deviation_NM1_bond_order,skewness_NM1_bond_order,excess_Kurtosis_NM1_bond_order,NM1_Nbond_with_order_till_1p1_eq_nonhybridized,NM1_Nbond_with_order_till_1p2,NM1_Nbond_with_order_till_1p3,NM1_Nbond_with_order_till_1p4,NM1_Nbond_with_order_till_1p5,NM1_Nbond_with_order_over_1p5,NM1_Nbond_hybridized,NM1_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM1_ratio_bonds_with_order_till_1p2,NM1_ratio_bonds_with_order_till_1p3,NM1_ratio_bonds_with_order_till_1p4,NM1_ratio_bonds_with_order_till_1p5,NM1_ratio_bonds_with_order_over_1p5,NM1_ratio_bonds_hybridized,1st_lowest_value_NM1_bond_order,2nd_lowest_value_NM1_bond_order,3rd_lowest_value_NM1_bond_order,4th_lowest_value_NM1_bond_order,4th_highest_value_NM1_bond_order,3rd_highest_value_NM1_bond_order,2nd_highest_value_NM1_bond_order,1st_highest_value_NM1_bond_order,bond_length_1st_highest_value,average_NM2_bond_order,standard_deviation_NM2_bond_order,skewness_NM2_bond_order,excess_Kurtosis_NM2_bond_order,NM2_Nbond_with_order_till_1p1_eq_nonhybridized,NM2_Nbond_with_order_till_1p2,NM2_Nbond_with_order_till_1p3,NM2_Nbond_with_order_till_1p4,NM2_Nbond_with_order_till_1p5,NM2_Nbond_with_order_over_1p5,NM2_Nbond_hybridized,NM2_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM2_ratio_bonds_with_order_till_1p2,NM2_ratio_bonds_with_order_till_1p3,NM2_ratio_bonds_with_order_till_1p4,NM2_ratio_bonds_with_order_till_1p5,NM2_ratio_bonds_with_order_over_1p5,NM2_ratio_bonds_hybridized,1st_lowest_value_NM2_bond_order,2nd_lowest_value_NM2_bond_order,3rd_lowest_value_NM2_bond_order,4th_lowest_value_NM2_bond_order,4th_highest_value_NM2_bond_order,3rd_highest_value_NM2_bond_order,2nd_highest_value_NM2_bond_order,1st_highest_value_NM2_bond_order,average_NM3_bond_order,standard_deviation_NM3_bond_order,skewness_NM3_bond_order,excess_Kurtosis_NM3_bond_order,Nbond_with_order_till_1p1_eq_nonhybridized,NM3_Nbond_with_order_till_1p2,NM3_Nbond_with_order_till_1p3,NM3_Nbond_with_order_till_1p4,NM3_Nbond_with_order_till_1p5,NM3_Nbond_with_order_over_1p5,NM3_Nbond_hybridized,NM3_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM3_ratio_bonds_with_order_till_1p2,NM3_ratio_bonds_with_order_till_1p3,NM3_ratio_bonds_with_order_till_1p4,NM3_ratio_bonds_with_order_till_1p5,NM3_ratio_bonds_with_order_over_1p5,NM3_ratio_bonds_hybridized,1st_lowest_value_NM3_bond_order,2nd_lowest_value_NM3_bond_order,3rd_lowest_value_NM3_bond_order,4th_lowest_value_NM3_bond_order,4th_highest_value_NM3_bond_order,3rd_highest_value_NM3_bond_order,2nd_highest_value_NM3_bond_order,1st_highest_value_NM3_bond_order
C64-C2-2,C,C2,37,-25.5,-62.5,64,1729.1,1317.1,-0.3135456325,0.4738440071,1,1,-7.980846334,26.8804,-0.4853,2.1019,0.189988262,0.284500179,0.288920892,0.484590089,0.563718187,0.649717646,0.7245515,0.872098924,1.205767243,1.371803811,1.988197969,2.076533001,5.2634830672,3.5149362771,3.4611550348,2.0635997778,1.7739360252,1.5391301224,1.3801641429,1.1466589082,0.8293474597,0.7289672124,0.5029680221,0.4815719276,0.6635311449,0.6243755546,0.4897995569,0.4567880922,22,0.17096168,0.15761251,0.9219171805,219.7191,1627.294,901.5601,159029.4237,0.1796,1.7736,1.43001354,0.0297566,-0.4973366,-1.0374953,1.3636,1.3636,1.3734,1.3734,1.4693,1.4693,1.4754,1.4754,1.2348052083,0.1022124436,0.5503281313,-1.1788696838,1.0825,1.0825,1.1104,1.1104,1.4051,1.4051,1.4508,1.4508,1.2315135417,0.1046786696,0.5224149228,-1.1442695603,2,46,17,27,4,0,94,0.0208333333,0.4791666667,0.1770833333,0.28125,0.0416666667,0,0.9791666667,1.0615,1.0615,1.11,1.11,1.4042,1.4042,1.4596,1.4596,1.4754,1.2715572917,0.1081360329,0.5119083318,-1.1434286079,2,34,28,11,19,2,94,0.0208333333,0.3541666667,0.2916666667,0.1145833333,0.1979166667,0.0208333333,0.9791666667,1.0927,1.0927,1.1422,1.1422,1.452,1.452,1.5056,1.5056,1.4754,1.2715458333,0.1081208245,0.5120202506,-1.1434129103,2,34,28,11,19,2,94,0.0208333333,0.3541666667,0.2916666667,0.1145833333,0.1979166667,0.0208333333,0.9791666667,1.0927,1.0927,1.1422,1.1422,1.452,1.452,1.5055,1.5055,1.27156875,0.10814354,0.495099633,-1.161608969,2,34,28,11,19,2,94,0.020833333,0.354166667,0.291666667,0.114583333,0.197916667,0.020833333,0.979166667,1.0905,1.0905,1.141,1.141,1.4507,1.4507,1.5021,1.5021
C64-C3v-3,C,C3v,-8.9,2.1,11,64,1043.2,237.3,-0.2204830638,0.4224524882,1,1,-8.358180236,26.9326,-0.4816,2.1053,0.561968314,0.684466547,0.728301183,0.810087578,0.908644529,0.971271251,0.788681074,1.263910673,1.327893811,1.617630744,2.270350095,2.299454412,1.7794597579,1.4609917817,1.3730583217,1.234434433,1.1005403852,1.0295785024,1.2679396438,0.7911951543,0.7530722651,0.6181880529,0.4404607035,0.4348857689,1.251144306,1.0848733915,0.9746768487,0.6661290237,22,0.16315695,0.15636631,0.9583797074,197.1872,1593.139,898.9885,158736.8438,0.146,1.7321,1.43010417,0.02827889,-0.2567696,-0.8495019,1.3762,1.3762,1.3808,1.3835,1.4773,1.4773,1.485,1.4985,1.2330416667,0.1003102611,0.5710450568,-1.1776210426,1.096,1.1001,1.1002,1.1002,1.4089,1.4207,1.4207,1.4209,1.2298854167,0.1029278489,0.5543248724,-1.1821865597,4,50,14,22,6,0,92,0.0416666667,0.5208333333,0.1458333333,0.2291666667,0.0625,0,0.9583333333,1.0739,1.0788,1.0979,1.0979,1.4161,1.4195,1.4195,1.4201,1.4985,1.2699458333,0.1064128986,0.5337946798,-1.186985191,0,38,24,14,20,0,96,0,0.3958333333,0.25,0.1458333333,0.2083333333,0,1,1.1028,1.1111,1.128,1.128,1.4552,1.4665,1.4665,1.4668,1.4985,1.2700083333,0.1064641036,0.5333077957,-1.1894770042,0,38,24,14,20,0,96,0,0.3958333333,0.25,0.1458333333,0.2083333333,0,1,1.1027,1.1111,1.128,1.128,1.4552,1.4665,1.4665,1.4667,1.269955208,0.106552768,0.518205298,-1.193658456,0,38,22,17,19,0,96,0,0.395833333,0.229166667,0.177083333,0.197916667,0,1,1.1007,1.1099,1.1258,1.1258,1.4551,1.4639,1.4639,1.4654
C64-D2-5,D,D2,21.5,-53.1,-74.6,64,2098.3,1203.9,-0.2880304124,0.6923999126,1,2,-8.01846718,26.8668,-0.4858,2.1011,0.269000964,0.285576268,0.457471972,0.529715895,0.593692547,0.606378777,0,0.180314769,0.908722459,1.247951689,1.364472306,1.770566195,3.7174587969,3.5016915341,2.185926267,1.887804405,1.6843735113,1.6491342341,0,5.5458574223,1.1004460054,0.8013130707,0.7328840575,0.5647910837,0.6789322734,0.6713769272,0.8267467146,0.7224312458,22,0.16960538,0.15712683,0.9264259778,220.1179,1607.162,904.1878,159190.6731,0.1631,1.7438,1.42958333,0.02786604,-0.5630087,-0.7763302,1.3702,1.3702,1.3702,1.3702,1.4716,1.4716,1.4716,1.4716,1.2346895833,0.0980569695,0.5511243229,-0.9710841316,1.1059,1.1059,1.1264,1.1264,1.4384,1.4384,1.4384,1.4384,1.2312166667,0.1007604013,0.5355345687,-0.9447092909,2,44,24,22,4,0,94,0.0208333333,0.4583333333,0.25,0.2291666667,0.0416666667,0,0.9791666667,1.0845,1.0845,1.121,1.121,1.4452,1.4452,1.4452,1.4452,1.4716,1.27141875,0.1041140794,0.5308099144,-0.9465041361,0,42,16,24,14,0,96,0,0.4375,0.1666666667,0.25,0.1458333333,0,1,1.1165,1.1165,1.1578,1.1578,1.4911,1.4911,1.4911,1.4911,1.4716,1.2714083333,0.1041076963,0.5305369977,-0.9470280683,0,42,16,24,14,0,96,0,0.4375,0.1666666667,0.25,0.1458333333,0,1,1.1164,1.1164,1.1578,1.1578,1.491,1.491,1.491,1.491,1.27141875,0.104114047,0.509323665,-0.984832836,0,42,16,24,14,0,96,0,0.4375,0.166666667,0.25,0.145833333,0,1,1.115,1.115,1.1573,1.1573,1.4883,1.4883,1.4883,1.4883
C66-C2v-4348NZ,C,C2v,16.1,-5,-21.1,66,1020.2,307.3,-0.2526701567,0.3927223463,1,1,-8.181824964,26.8811,-0.4817,2.1008,0.317641221,0.474964615,0.594475672,0.659622385,0.758808105,0.777616093,1.116950482,1.335153124,1.366749108,1.509060358,2.273443946,2.404867134,3.1482060069,2.1054200006,1.6821546231,1.5160188962,1.3178562451,1.2859816161,0.8952948373,0.7489777629,0.731663181,0.6626640178,0.4398612958,0.4158233883,1.6001504884,1.2783398109,0.7021236873,0.6088453822,23,0.18338954,0.1632518,0.8901914471,208.2534,1595.762,900.951,158088.8852,0.1413,1.712,1.42948283,0.02671932,-0.415585,-0.7912584,1.3745,1.3745,1.3763,1.3763,1.4713,1.4713,1.4735,1.4735,1.2332313131,0.0959371118,0.4968915414,-1.1152137299,1.0985,1.0985,1.0985,1.0985,1.4068,1.4068,1.4368,1.4368,1.2295444444,0.0979763785,0.5349576369,-1.0758946047,4,50,24,17,4,0,95,0.0404040404,0.5050505051,0.2424242424,0.1717171717,0.0404040404,0,0.9595959596,1.0966,1.0966,1.0966,1.0966,1.4268,1.4268,1.4364,1.4364,1.4735,1.269920202,0.1012797336,0.5206827313,-1.0848451597,0,32,22,26,19,0,99,0,0.3232323232,0.2222222222,0.2626262626,0.1919191919,0,1,1.131,1.131,1.131,1.131,1.4706,1.4706,1.4826,1.4826,1.4735,1.269959596,0.1012785557,0.5196188361,-1.0874840653,0,32,22,26,19,0,99,0,0.3232323232,0.2222222222,0.2626262626,0.1919191919,0,1,1.1309,1.1309,1.1309,1.1309,1.4703,1.4703,1.4824,1.4824,1.269928283,0.101281708,0.493235224,-1.121432422,0,32,22,26,19,0,99,0,0.323232323,0.222222222,0.262626263,0.191919192,0,1,1.1286,1.1286,1.1286,1.1286,1.466,1.466,1.4781,1.4781
C66-Cs-4169-NZ,C,Cs,60.9,-24.8,-85.7,66,1811.1,914,-0.3661956649,0.5058381163,1,1,-7.954639554,26.8538,-0.4838,2.0996,0.078863207,0.342844939,0.387117279,0.387783326,0.495704799,0.624985341,0.580453299,0.935187057,1.018700377,1.32842433,1.918284462,1.960416994,12.6801843095,2.9167704879,2.5831964995,2.5787596654,2.0173296729,1.6000375279,1.7227914834,1.0693047904,0.9816429075,0.7527715184,0.521299119,0.5100955578,1.0071880929,0.7956430972,0.6691410168,0.540778174,23,0.18161856,0.16319585,0.8985637261,213.5552,1617.932,902.9519,159155.509,0.1609,1.7493,1.42955455,0.02795026,-0.5643621,-0.7661173,1.3712,1.373,1.373,1.3761,1.4711,1.4729,1.4729,1.477,1.2352535354,0.0998285523,0.5945238623,-1.2240456756,1.0906,1.0906,1.0964,1.0964,1.3992,1.3992,1.4054,1.4294,1.2314292929,0.1017394715,0.5725126667,-1.182415245,4,54,12,25,4,0,95,0.0404040404,0.5454545455,0.1212121212,0.2525252525,0.0404040404,0,0.9595959596,1.0685,1.0685,1.0896,1.0896,1.4034,1.4056,1.4056,1.4365,1.477,1.2717828283,0.1051400807,0.5586472122,-1.1831640067,2,39,21,14,23,0,97,0.0202020202,0.3939393939,0.2121212121,0.1414141414,0.2323232323,0,0.9797979798,1.0984,1.0984,1.1221,1.1221,1.4468,1.4468,1.4498,1.4763,1.477,1.2717878788,0.1051168799,0.5586527078,-1.1844276177,2,37,23,14,23,0,97,0.0202020202,0.3737373737,0.2323232323,0.1414141414,0.2323232323,0,0.9797979798,1.0987,1.0987,1.122,1.122,1.4469,1.4469,1.4498,1.4755,1.271793939,0.105145746,0.543252103,-1.198527681,2,35,25,14,23,0,97,0.02020202,0.353535354,0.252525253,0.141414141,0.232323232,0,0.97979798,1.097,1.097,1.1201,1.1201,1.4475,1.4475,1.4481,1.4674
C68-C1-6322-NZ,C,C1,27.2,-11.4,-38.6,68,1207,500.9,-0.2774525556,0.4408386277,1,1,-8.108116507,26.922,-0.4806,2.103,0.241256322,0.367988534,0.426955971,0.516758676,0.653706593,0.81782131,0.785056018,1.000352084,1.365610942,1.726748396,2.060497272,2.224380566,4.1449691005,2.7174759744,2.3421618807,1.9351392564,1.5297382812,1.2227609965,1.2737944517,0.9996480399,0.7322729844,0.5791231672,0.4853197398,0.4495633595,1.347425024,1.1508956107,0.7776315722,0.666110649,24,0.1862549,0.16757692,0.8997181819,208.2289,1679.134,898.1801,159911.9015,0.1646,1.7617,1.43020588,0.0290847,-0.4016092,-0.6508554,1.3521,1.3636,1.3639,1.374,1.472,1.475,1.4755,1.4782,1.2323843137,0.086858485,0.4012718769,-0.5314957074,1.0768,1.095,1.099,1.106,1.4082,1.4304,1.4377,1.4657,1.2290039216,0.0910219882,0.3807395297,-0.4170305862,5,39,34,19,5,0,97,0.0490196078,0.3823529412,0.3333333333,0.1862745098,0.0490196078,0,0.9509803922,1.054,1.066,1.0895,1.0901,1.4265,1.4335,1.4471,1.4761,1.4782,1.2689852941,0.0941130124,0.362365265,-0.4289694029,2,26,35,30,8,1,100,0.0196078431,0.2549019608,0.3431372549,0.2941176471,0.0784313725,0.0098039216,0.9803921569,1.0854,1.0982,1.1223,1.1236,1.4702,1.484,1.4935,1.521,1.4782,1.2689970588,0.0941068567,0.3610243271,-0.4305758941,2,26,35,30,8,1,100,0.0196078431,0.2549019608,0.3431372549,0.2941176471,0.0784313725,0.0098039216,0.9803921569,1.0851,1.0982,1.1222,1.1235,1.4701,1.484,1.4934,1.5207,1.268993137,0.09414767,0.316531202,-0.488887658,2,26,35,31,7,1,100,0.019607843,0.254901961,0.343137255,0.303921569,0.068627451,0.009803922,0.980392157,1.0812,1.0967,1.1199,1.1205,1.467,1.4816,1.4905,1.5155
C68-C2-6328-NZ,C,C2,44.8,-25.5,-70.3,68,1744.3,916.3,-0.3226807558,0.5011966865,1,1,-7.94930932,26.8273,-0.4835,2.0974,0.15551997,0.244001557,0.410033033,0.472813414,0.580767267,0.603125943,0.755871097,0.773257806,1.12533949,1.159656278,1.844986234,2.089027444,6.4300423926,4.0983345037,2.438827898,2.1149992162,1.7218601268,1.6580284957,1.3229768991,1.2932297511,0.8886207308,0.8623244827,0.5420094641,0.4786916528,0.9329925062,0.8618449178,0.5980249281,0.5918708413,24,0.19010492,0.16813639,0.8844399714,216.3251,1608.026,903.2986,160377.094,0.1584,1.7431,1.42922157,0.02751995,-0.5110824,-0.9153368,1.3708,1.3708,1.3768,1.3768,1.4681,1.4681,1.4707,1.4707,1.2349676471,0.0926146943,0.5725412442,-1.0024349794,1.1001,1.1001,1.12,1.12,1.4038,1.4038,1.4393,1.4393,1.2308323529,0.0948833713,0.5537635973,-0.9620962475,2,50,21,25,4,0,100,0.0196078431,0.4901960784,0.2058823529,0.2450980392,0.0392156863,0,0.9803921569,1.0775,1.0775,1.1165,1.1165,1.4018,1.4018,1.447,1.447,1.4707,1.2713921569,0.098077683,0.5453359343,-0.963042442,0,38,31,16,17,0,102,0,0.3725490196,0.3039215686,0.1568627451,0.1666666667,0,1,1.1105,1.1105,1.1514,1.1514,1.4474,1.4474,1.4925,1.4925,1.4707,1.2713941176,0.0980746593,0.5451956681,-0.9636130473,0,38,31,16,17,0,102,0,0.3725490196,0.3039215686,0.1568627451,0.1666666667,0,1,1.1106,1.1106,1.1514,1.1514,1.4475,1.4475,1.4924,1.4924,1.271389216,0.098102059,0.527252724,-0.984122069,0,38,31,16,17,0,102,0,0.37254902,0.303921569,0.156862745,0.166666667,0,1,1.1091,1.1091,1.1503,1.1503,1.446,1.446,1.4895,1.4895
C68-D2-6330NZ,D,D2,10.7,-62.9,-73.6,68,1271.9,493.3,-0.2464352798,1.026558342,1,1,-8.288243243,27.031,-0.4769,2.1092,0.32815811,0.420165554,0.504565633,0.714807159,0.910842714,0.954637166,0.085824721,0.543432067,1.568650961,1.645385366,2.008659017,2.053698475,3.0473115536,2.380014236,1.9819027191,1.3989787139,1.0978843928,1.0475184034,11.651654539,1.8401564073,0.6374904455,0.6077603586,0.4978445777,0.4869263975,1.2173475285,1.0947320297,1.726743763,0.9645693732,24,0.18028258,0.16699978,0.9263223324,192.0836,1655.187,893.1184,159034.5475,0.1775,1.8054,1.4317098,0.03259883,-0.4852433,-0.4105833,1.356,1.356,1.356,1.356,1.4823,1.4823,1.4946,1.4946,1.2313480392,0.0967882596,0.5217553539,-0.5685364296,1.0999,1.0999,1.1048,1.1048,1.4525,1.4525,1.4525,1.4525,1.2290176471,0.1019674318,0.4629624366,-0.5137973179,10,30,38,16,8,0,92,0.0980392157,0.2941176471,0.3725490196,0.1568627451,0.0784313725,0,0.9019607843,1.0556,1.0556,1.0968,1.0968,1.4576,1.4576,1.4576,1.4576,1.4946,1.2680666667,0.1053270679,0.4512436542,-0.5171500253,2,30,38,20,8,4,100,0.0196078431,0.2941176471,0.3725490196,0.1960784314,0.0784313725,0.0392156863,0.9803921569,1.0887,1.0887,1.13,1.13,1.5015,1.5015,1.5015,1.5015,1.4946,1.2680588235,0.1053138748,0.4513103533,-0.5175700612,2,30,38,20,8,4,100,0.0196078431,0.2941176471,0.3725490196,0.1960784314,0.0784313725,0.0392156863,0.9803921569,1.0887,1.0887,1.1301,1.1301,1.5014,1.5014,1.5014,1.5014,1.268062745,0.105284634,0.421881432,-0.562110821,2,34,34,20,12,0,100,0.019607843,0.333333333,0.333333333,0.196078431,0.117647059,0,0.980392157,1.0874,1.0874,1.1293,1.1293,1.498,1.498,1.498,1.498
C68-S4-5572-NZ,S,S4,8.7,-88.2,-96.9,68,1411.6,709,-0.2340054177,1.4524879567,1,1,-8.323936353,27.1097,-0.4744,2.1103,0.459595328,0.459595328,0.748116317,0.753513981,0.954316917,0.954316917,0.095329842,0.095329842,1.312413277,1.312413277,1.628240202,1.628240202,2.1758271659,2.1758271659,1.336690535,1.327115389,1.0478699289,1.0478699289,10.4898946544,10.4898946544,0.7619551078,0.7619551078,0.6141599985,0.6141599985,0.8557282201,0.8557282201,1.243271041,1.243271041,24,0.17795118,0.16659276,0.9361711454,184.047,1583.845,893.1543,157311.0554,0.1451,1.7555,1.43155294,0.02907866,-0.4402109,-0.9480649,1.3743,1.3743,1.3743,1.3743,1.473,1.473,1.473,1.473,1.2296196078,0.0802280891,0.3820608495,-0.9216153889,1.1074,1.1074,1.1074,1.1074,1.3804,1.3804,1.3804,1.3804,1.2272607843,0.0859728094,0.2357245643,-0.7751250916,8,44,30,20,0,0,94,0.0784313725,0.431372549,0.2941176471,0.1960784314,0,0,0.9215686275,1.0741,1.0741,1.0741,1.0741,1.3778,1.3778,1.3778,1.3778,1.473,1.2660901961,0.0888916883,0.2235786046,-0.7638801489,0,20,46,20,16,0,102,0,0.1960784314,0.4509803922,0.1960784314,0.1568627451,0,1,1.1081,1.1081,1.1081,1.1081,1.4237,1.4237,1.4237,1.4237,1.473,1.2660882353,0.0889244197,0.223658958,-0.7640665567,0,20,46,20,16,0,102,0,0.1960784314,0.4509803922,0.1960784314,0.1568627451,0,1,1.1079,1.1079,1.1079,1.1079,1.4237,1.4237,1.4237,1.4237,1.2661,0.08897284,0.215203725,-0.794916064,0,20,46,20,16,0,102,0,0.196078431,0.450980392,0.196078431,0.156862745,0,1,1.111,1.111,1.111,1.111,1.4225,1.4225,1.4225,1.4225
C68-S6-6263-NZ,S,S6,102.8,-18.8,-121.6,68,1581.2,885.7,-0.5213366792,0.4504477645,1,2,-8.033067622,26.9959,-0.481,2.109,0.052081184,0.053737169,0.246789902,0.580460498,0.634199372,0.635368668,0,0.71666562,1.075164795,1.655829698,1.656996763,1.658571279,19.2007923629,18.6090934563,4.0520296491,1.7227701169,1.5767912176,1.5738893817,0,1.3953508751,0.9300899775,0.6039268418,0.6035014807,0.6029285643,1.0663468377,1.0644671437,1.1252447098,0.6240772939,24,0.18026746,0.16701832,0.9265028752,202.7935,1615.095,895.1828,159234.3606,0.1574,1.7486,1.43075882,0.02894388,-0.0424297,-0.7142024,1.3724,1.3724,1.3725,1.3725,1.4814,1.4814,1.4815,1.4815,1.2292862745,0.0699708834,0.6021111471,-0.3219427939,1.123,1.123,1.1237,1.1237,1.3756,1.3756,1.3757,1.3757,1.2264137255,0.0772197019,0.5807521976,-0.3794935243,0,42,48,12,0,0,102,0,0.4117647059,0.4705882353,0.1176470588,0,0,1,1.1027,1.1027,1.1028,1.1028,1.3837,1.3837,1.3837,1.3837,1.4815,1.265627451,0.0798926119,0.5917445832,-0.3688022276,0,30,36,24,12,0,102,0,0.2941176471,0.3529411765,0.2352941176,0.1176470588,0,1,1.1381,1.1381,1.1382,1.1382,1.4291,1.4291,1.4296,1.4296,1.4815,1.2656284314,0.0799157981,0.5911984844,-0.3668866829,0,30,36,24,12,0,102,0,0.2941176471,0.3529411765,0.2352941176,0.1176470588,0,1,1.1379,1.1379,1.138,1.138,1.4292,1.4292,1.4297,1.4297,1.26562549,0.080024422,0.568334983,-0.382042579,0,30,36,24,12,0,102,0,0.294117647,0.352941176,0.235294118,0.117647059,0,1,1.135,1.135,1.1351,1.1351,1.4284,1.4284,1.4289,1.4289
C68-T-6332-NZ,T,T,-14.77,-11.5,3.27,68,1158.5,435,-0.2090423805,0.4022956903,1,3,-8.529193479,27.2052,-0.4729,2.1192,0.696501979,0.698120413,1.003415534,1.004235585,1.005071193,1.076641381,0,0,1.569980152,1.571343105,1.573033341,1.635824337,1.4357461,1.432417648,0.9965960922,0.9957822795,0.9949543942,0.928814383,0,0,0.6369507275,0.6363982486,0.635714434,0.6113125825,0.8837810437,0.8825187408,2.2933087178,2.2834344995,24,0.17806324,0.16587298,0.9315397159,191.3088,1561.895,888.779,154418.6086,0.1065,1.7263,1.43189902,0.02462454,-0.4249819,-1.041741,1.3877,1.3877,1.3878,1.3879,1.463,1.463,1.463,1.463,1.2252098039,0.0545248576,0.7100511047,-0.7834191225,1.1582,1.1582,1.1584,1.1585,1.323,1.3233,1.3237,1.3239,1.2228970588,0.0618959238,0.7995897547,-0.6921066186,0,42,36,24,0,0,102,0,0.4117647059,0.3529411765,0.2352941176,0,0,1,1.1505,1.1506,1.1507,1.1508,1.3366,1.3367,1.3368,1.3368,1.463,1.2613803922,0.0646105619,0.8699731414,-0.6546574622,0,24,54,24,0,0,102,0,0.2352941176,0.5294117647,0.2352941176,0,0,1,1.188,1.1881,1.1882,1.1883,1.3813,1.3814,1.3815,1.3815,1.463,1.2615196078,0.0645847612,0.8665198912,-0.6562224502,0,24,54,24,0,0,102,0,0.2352941176,0.5294117647,0.2352941176,0,0,1,1.1881,1.1882,1.1884,1.1884,1.3814,1.3814,1.3816,1.3816,1.261397059,0.065134512,0.888243624,-0.666286988,0,17,61,24,0,0,102,0,0.166666667,0.598039216,0.235294118,0,0,1,1.1887,1.1887,1.1889,1.1889,1.3814,1.3814,1.3815,1.3816
